id,product_A_sold_in_the_past,product_B_sold_in_the_past,cust_hitrate,cust_interactions,cust_contracts,product_A_recommended,product_A,product_C,product_D,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
189,-0.57177,-0.88328,0.81436,0.19995,-1.21798,-0.11844,-0.38315,0.04823,-0.04446,-0.2664,0.93812,1,0,0,0,0
190,-1.99902,-0.0659,1.5637,0.22425,1.43117,0.92286,-2.12504,0.07466,0.04051,1.6168,-2.88932,0,0,0,0,0
191,3.27941,-1.93208,-0.22775,0.77496,-0.93541,0.7664,0.05809,0.04041,-0.08698,-1.33619,-0.54068,0,0,0,0,0
192,0.18939,0.51909,0.66986,0.61626,-0.34129,-0.9611,-0.06656,-0.061,-0.13041,-0.76583,-0.72017,0,0,0,0,1
193,-0.08659,1.88854,1.92532,1.84091,0.25602,-0.63903,-0.18189,-0.02708,-0.0091,0.57729,-0.72086,1,0,1,0,0
194,-1.08585,-1.9369,-0.39411,2.61167,-0.89128,0.66603,0.89119,-0.01089,-0.02267,-0.51786,-1.22404,0,0,0,0,0
195,-0.62332,0.04166,-1.12803,2.56432,-2.14657,-2.27009,0.64744,-0.00923,-0.09042,-0.8346,-0.81916,0,0,1,1,1
196,0.60555,-0.74639,-1.40401,0.29505,-0.72865,-0.21956,0.19788,0.07982,-0.11649,0.06563,0.97447,1,0,1,1,0
197,-0.89368,-0.03927,0.67017,1.61676,0.72944,-1.24466,0.35016,0.04437,0.03687,-0.22748,-3.16928,0,0,0,0,0
198,0.42997,-0.13473,-1.40652,1.57878,-0.6369,-0.48124,-0.20436,0.18773,0.03071,0.53044,2.36594,1,0,0,1,0
199,0.17017,-0.82402,-0.19786,3.30916,-1.14643,-0.33906,1.67549,0.20065,-0.16437,0.79147,0.42576,0,0,0,1,0
200,-0.4609,-0.05502,0.44985,0.98542,0.62567,-0.3866,-1.5792,-0.01204,-0.06291,-0.193,-0.3635,0,0,0,0,0
201,0.4204,1.71168,0.24814,0.59239,-0.63077,-0.54181,0.03965,-0.40367,0.04321,-0.20827,1.06025,1,0,0,0,1
202,0.34608,-0.22267,0.44036,1.00825,-0.81016,-0.97771,-0.03498,0.10368,-0.0638,-0.28589,-2.47775,0,0,0,1,1
203,1.1442,0.84467,0.27783,0.88265,-0.15054,1.73353,0.71328,-0.07404,-0.06453,-0.01087,-1.29705,1,0,0,0,1
204,1.32545,-1.17713,1.12309,0.86369,0.47075,1.39397,-0.94385,-0.10015,-0.05414,-0.44483,-0.48161,0,0,1,1,1
205,6.06996,-1.56974,-0.66185,0.43264,2.08171,-1.02965,-1.84367,-0.05984,-0.09604,-0.50061,1.74834,1,0,0,0,0
206,-0.91753,-0.00894,-0.4416,0.45158,0.52724,1.16569,0.05682,-0.06466,-0.12524,0.69663,-0.36974,0,0,0,0,0
207,0.16404,6.83811,-0.51813,0.89288,0.85984,-0.41957,0.18123,0.04123,0.01263,1.01612,0.37508,0,0,1,1,1
208,0.18234,0.30975,0.76415,3.12555,-0.80597,0.00335,1.3896,-0.17594,-0.13215,-2.00755,-1.18437,0,0,0,0,0
209,-0.18625,-0.35854,0.82032,0.72822,-1.32587,-0.15062,-1.37036,-0.12777,-0.02764,-0.48998,0.43026,0,0,0,1,1
210,4.72752,0.95511,0.46098,1.05126,-0.23767,-0.6278,1.05469,0.01432,0.00433,-1.18869,2.21586,0,1,0,0,1
211,4.4497,-1.27914,1.04679,0.00761,-0.19283,0.68708,2.26741,0.04229,-0.11256,-0.81097,1.19329,0,0,0,0,0
212,0.78911,0.74519,-0.84243,0.34566,-1.37851,0.00071,-0.47776,0.04415,-0.08621,-0.09748,-0.42218,0,0,0,0,1
213,0.5948,0.96853,1.43378,1.25741,-0.47529,-0.48124,-1.39094,-0.0987,0.02066,0.16944,0.71324,0,1,0,0,1
214,1.09885,-0.45667,1.31859,1.9312,0.09932,-1.14367,-0.50697,-0.11783,-0.01336,-0.61213,0.56628,0,0,0,0,1
215,-0.46274,-0.76462,0.6885,0.35459,0.06039,-0.81488,-0.086,-0.07066,-0.07086,-2.41334,0.45988,0,0,1,0,0
216,1.38284,0.29357,1.52544,0.97,0.20429,-1.4131,0.46379,0.00399,0.02011,-1.46505,1.36793,0,0,0,0,1
217,-1.10957,-0.86857,-1.2253,2.52798,-0.00904,-0.09022,-0.69139,0.12855,0.02033,0.3965,1.35672,1,0,0,1,0
218,-0.09732,-0.33718,-0.31956,0.27812,-0.80701,-1.05733,1.4552,-0.22474,-0.02655,-3.24043,-0.49074,0,0,0,0,0
219,-0.90304,1.75411,-0.48824,0.68935,-0.8139,-0.31245,-1.21453,-0.04207,-0.08501,0.68743,0.66282,0,0,0,1,0
220,1.15445,-0.42246,0.67718,1.86464,-1.49895,0.99608,-1.83921,-0.15327,-0.06067,0.02123,-0.87464,0,1,0,0,1
221,1.72086,0.13606,-0.74011,2.57035,1.48478,0.85944,1.00671,-0.18522,-0.02568,0.81618,-1.68461,1,0,1,0,1
222,-1.71235,-1.40772,0.706,1.31373,-0.28655,-0.12582,-2.37462,0.0767,-0.04943,-0.69857,-0.70424,0,0,0,1,0
223,1.00315,0.75007,1.19643,0.29333,-0.52485,-0.16967,-0.30413,0.03446,0.00695,-2.56141,-0.41442,0,0,0,0,1
224,-1.40582,-0.86504,0.65616,1.71422,-1.22879,1.4039,3.01768,0.02494,-0.11649,-0.06964,-2.79237,0,0,0,0,0
225,-0.56458,-0.99095,0.327,1.34808,2.63566,0.3166,-0.11204,0.0721,-0.11471,0.77465,0.9905,0,0,0,0,0
226,1.02404,3.25956,-0.6903,0.92388,-1.37333,-0.36225,-1.22077,-0.06797,-0.03096,0.42472,-4.45099,1,0,0,1,1
227,0.08619,1.23889,-0.57748,2.54258,-0.72885,-1.24081,-0.1574,-0.06326,-0.06458,-1.16269,3.77223,0,0,0,1,0
228,-1.15125,-1.12375,1.0997,0.80365,0.11584,0.2151,-0.1508,0.19857,-0.07135,-0.41324,1.95282,0,0,0,0,0
229,-0.23336,-2.28113,0.72348,0.6319,0.30021,0.56346,0.06065,-0.04466,-0.1284,-1.03284,-0.69151,1,0,0,0,0
230,1.78486,1.01139,0.06878,0.31027,0.65793,-0.60532,0.56226,0.05351,-0.03902,-1.31927,-0.28586,0,0,0,1,1
231,-1.00911,-1.10374,-0.23433,1.58506,1.50761,0.13296,-1.13911,-0.01936,-0.04264,0.45539,0.15446,1,0,0,0,0
232,-0.46844,0.65556,-1.52065,1.92669,0.20616,-0.39086,1.58755,-0.20483,-0.00733,-1.69753,-1.18374,0,0,0,0,1
233,0.00143,-2.15643,-0.75668,0.43303,-1.35603,-0.24723,0.14511,-0.22446,-0.03655,-1.39382,-0.01107,1,0,1,0,0
234,0.63825,2.45187,1.62914,0.90538,-0.55695,-2.09026,0.62679,-0.0779,-0.04663,-1.60403,-0.516,1,0,0,0,0
235,1.74211,-0.76799,-0.92436,1.57564,0.00783,-0.27743,-0.72815,0.08561,0.01885,-1.99025,-0.44141,0,0,0,0,1
236,1.45348,0.72094,0.25158,1.11535,1.76823,0.6755,1.18638,0.05883,-0.10562,-0.35359,-0.02781,1,0,0,1,1
237,-1.18629,-0.79327,0.90596,2.0221,-1.69781,-0.60512,-0.35705,0.07141,-0.01318,0.6615,-2.27029,0,0,0,0,0
238,-0.09034,-1.098,-0.90394,0.11676,0.90258,-0.05798,0.17755,-0.1187,-0.12356,-0.68488,-0.24065,0,0,0,0,1
239,-0.37729,-0.80557,0.24777,2.04393,-0.12009,-0.70476,-1.03311,0.14159,-0.08192,-2.00575,-0.05483,0,0,0,1,0
240,1.66663,0.74205,0.85033,0.20612,0.53783,0.18835,-1.09693,-0.11649,-0.10063,0.33994,-0.10673,0,0,0,0,1
241,-0.98208,-0.33186,0.11,1.91028,-0.40199,-0.27322,0.58821,0.00128,-0.0009,1.1857,-0.62375,1,0,0,0,0
242,-0.21653,0.34999,2.39472,1.37048,-1.14243,-0.85139,-0.54361,-0.02104,-0.04327,-1.14624,1.40679,0,0,1,0,0
243,0.21415,1.92794,-1.23488,0.40787,0.45087,0.96604,-0.95382,-0.03739,-0.04068,-0.97855,-0.83048,1,0,0,1,1
244,0.35838,-1.50452,0.94698,1.13843,0.35443,0.64315,-0.74318,0.11386,-0.09534,0.01566,0.04099,0,0,0,0,1
245,2.66528,1.05712,-0.03824,0.33025,0.67206,-0.58393,0.59895,-0.09051,-0.05498,1.12187,1.64595,0,0,0,0,0
246,-0.94647,-0.19599,0.71754,1.55174,-0.3133,0.29823,-0.72904,-0.15496,-0.07817,-1.01983,-0.41906,0,0,1,1,0
247,-0.4579,-1.24127,0.45305,0.49715,-0.89982,0.32993,-0.21765,-0.018,-0.02083,-1.83245,0.02169,0,0,0,1,0
248,-1.03832,-1.72631,-0.48652,2.93547,-1.85879,0.41384,-0.08497,-0.05998,-0.08955,0.13142,-0.44458,1,0,0,1,0
249,1.88235,0.14052,0.2832,0.89158,0.51937,-1.4554,-2.01735,0.31774,0.02649,0.29907,1.55605,1,0,1,0,1
250,-0.37297,0.84314,-1.38632,0.23098,0.12389,0.70529,-1.57113,0.04765,-0.12378,-0.49387,-0.68659,1,0,0,0,1
251,-1.09544,-0.70581,0.5826,1.59041,-1.26578,-0.55576,0.23628,-0.06093,-0.08033,-1.05813,1.62503,1,1,0,0,0
252,1.33463,4.89861,0.33853,0.5528,-0.83857,-0.38626,-0.83703,-0.12561,0.04386,0.49438,-0.45538,0,0,0,0,1
253,1.12529,-1.01453,0.61093,0.55144,-0.76676,2.01031,0.95672,-0.20803,-0.06176,0.02804,-1.58919,0,1,1,1,1
254,1.21949,0.09765,0.94649,1.00995,-1.78298,0.1415,0.86681,-0.12252,-0.10574,-1.26844,0.71906,0,0,1,0,1
255,-0.90554,-1.9082,0.3941,0.58062,-1.11768,-0.40906,0.61917,-0.00851,-0.02905,-0.45091,-0.757,0,0,1,1,0
256,-1.08905,0.01836,0.21847,1.54253,-1.43383,-1.86424,1.71977,0.12273,-0.06377,-1.85171,0.63075,0,0,0,0,0
257,2.1032,1.06696,-0.60485,0.70327,-0.71248,1.01181,-0.18309,0.09217,-0.08179,0.18589,-4.39411,0,0,1,0,1
258,-0.49816,-0.83306,-0.46978,2.00939,-1.0387,-1.17617,0.54888,0.00291,-0.09479,-0.76223,-0.29219,0,0,0,1,0
259,0.09131,-2.67107,1.04939,0.18995,-1.927,-0.90275,-0.6844,-0.05232,0.09842,-0.93571,-0.98941,0,0,0,0,1
260,0.74675,0.23134,1.24907,0.76532,1.72259,-0.36508,2.35237,0.00688,-0.05258,-0.53287,-1.89489,1,0,0,1,1
261,-0.64777,-0.04134,-0.09049,1.49716,0.95254,1.03313,1.88363,-0.07186,-0.13628,-0.45969,-1.12986,0,0,0,1,0
262,-0.02152,0.18644,0.1368,0.04415,-1.07902,0.51859,-0.08812,0.15184,0.03469,0.39493,-1.16055,0,0,0,0,0
263,-2.97189,0.0634,-0.62369,1.21142,-0.02758,-0.22627,0.28659,-0.03892,-0.00945,0.09109,-0.37198,0,0,0,0,0
264,-1.48472,-1.57837,1.03821,0.05011,0.11747,0.14663,1.2593,-0.02863,-0.07832,-0.65641,-2.35099,1,0,1,0,0
265,-0.16789,0.40445,0.63233,0.22821,0.89109,-0.58031,-0.24714,-0.24158,-0.08666,0.26367,0.17441,1,0,0,1,0
266,-1.95464,0.61817,1.65297,0.89227,-1.11861,0.01172,-0.75662,-0.03954,-0.00633,-0.09926,1.74932,0,0,0,0,0
267,1.5768,-1.48886,-0.60266,0.64908,0.79211,-0.04133,0.77399,0.06365,-0.05235,-0.9266,0.12139,0,0,1,1,1
268,-1.8821,-0.30939,-0.20241,2.09464,-0.84791,0.67502,-0.02156,-0.12677,-0.1363,-0.62472,0.91348,1,0,0,0,0
269,-0.80781,-0.83619,0.28516,1.04549,-1.63586,0.67374,0.08299,-0.09507,0.04936,-0.64822,1.34184,0,0,0,1,0
270,0.74879,-0.2423,0.61719,1.41529,0.42414,0.29518,-0.93427,0.05927,-0.0617,0.00526,1.55473,1,0,0,1,0
271,1.98693,0.58006,-0.07253,0.14144,0.99076,-0.38988,-1.81767,-0.16767,0.03478,-0.86702,2.50521,1,0,0,0,1
272,-1.13129,-1.11799,-0.59837,0.32848,2.28791,0.49346,0.13614,0.08578,0.02392,-0.89041,-1.0488,0,0,0,0,0
273,0.61701,-0.52676,0.80513,1.33029,-1.49973,-0.17357,0.80496,-0.07321,-0.09005,1.46876,-1.37773,0,0,0,0,1
274,5.50665,-0.16278,0.67691,0.99568,0.39892,-0.96553,-0.32581,-0.05886,0.01166,0.43974,0.8752,0,0,1,0,0
275,-0.37496,-1.5817,-0.63302,2.12616,-0.7098,-0.42263,1.33643,-0.13239,-0.07257,-1.2606,0.7624,0,0,0,0,0
276,0.53296,-1.14719,1.18435,0.17846,0.48336,-0.03238,-0.80392,0.0178,-0.13334,0.07094,0.86351,1,0,0,0,0
277,1.35872,0.53909,1.03616,0.41813,-1.77049,0.62817,-1.1547,0.22599,-0.06123,-0.38165,2.53392,1,0,0,1,1
278,-0.40356,-1.52886,0.20744,0.85991,-1.56277,-0.24682,-0.16723,0.05815,-0.02012,-0.10845,-0.28295,1,0,0,1,0
279,0.16583,0.48725,0.16368,0.21825,-1.07587,-1.06736,-0.18259,-0.10643,-0.06314,-0.36266,0.33923,0,0,0,1,1
280,-0.53987,0.147,0.54325,0.73676,-0.22104,-0.05461,0.66997,0.09356,-0.05535,0.68964,-1.77058,0,0,1,0,0
281,0.18029,-1.89175,-0.58936,2.81184,-0.94108,-0.00924,-0.87496,-0.05167,0.01718,-0.15438,2.90298,0,0,0,1,0
282,0.5859,-0.67893,0.12403,1.51426,0.35905,0.04867,1.26809,0.11745,-0.03468,-0.56209,-0.80482,0,1,0,0,1
283,1.94007,1.46991,-1.62191,1.69126,0.72689,0.6359,1.86692,0.06067,-0.08216,0.54219,-0.76232,0,0,1,0,1
284,-0.75946,-1.55251,0.80116,1.46772,0.29958,0.71514,-0.13914,-0.31431,-0.0049,-0.26671,-0.82012,0,0,0,0,0
285,1.74004,-0.02449,-1.14919,0.63491,1.31879,-0.57537,1.14971,-0.12041,-0.03012,-0.37852,-1.26734,0,0,0,0,1
286,-2.6177,-0.32357,1.30274,0.54388,0.11583,-0.59291,-1.1565,0.07444,-0.16608,-0.18598,-1.39416,1,0,0,0,0
287,2.16914,0.53785,-0.1641,0.24916,-1.5169,-0.93216,0.97522,-0.00483,-0.01858,-0.59361,-1.08556,0,0,0,0,0
288,0.84231,-0.27504,-0.06933,0.52283,1.06338,0.45905,0.94728,-0.12238,-0.02041,-0.49077,-2.34869,1,0,1,1,1
289,-0.27069,-0.71321,-0.40219,2.11096,-0.90516,1.05906,0.76344,-0.08336,-0.03899,-1.08669,-1.47798,0,0,0,0,0
290,6.5453,1.03556,-0.13043,1.02673,0.61042,-0.35207,-0.11556,-0.21062,0.00459,-1.25117,2.62344,0,0,0,1,0
291,-0.01383,1.47646,1.23483,0.91033,1.27373,-0.29314,-3.05425,-0.02884,-0.07362,-1.49857,0.80348,1,0,0,0,0
292,0.7535,0.63096,-1.89025,0.21637,0.15669,1.07343,-0.74173,0.20107,-0.02318,-1.89198,1.08886,1,0,1,0,0
293,-0.5924,-0.29149,1.12157,1.48087,-1.79616,0.30445,-0.72592,0.06049,-0.11835,-1.37972,1.46581,0,0,1,0,0
294,1.26885,-0.75339,0.37042,0.04984,-1.21821,0.24899,-1.07825,0.19904,-0.01965,-0.67427,2.4512,0,1,0,1,1
295,0.39793,-0.92334,-0.86562,1.74793,1.02274,-1.05273,0.02224,0.06824,0.05765,-0.39688,-2.95713,0,0,0,0,1
296,-0.74235,0.11464,-0.76025,1.5326,-0.46912,0.44298,-0.51896,0.08275,-0.08974,-0.7713,-2.14482,0,0,0,0,0
297,1.35914,0.48828,1.44111,0.96611,-0.22043,-0.84331,-0.92461,0.17741,-0.07799,-2.8557,-1.50559,1,0,0,0,1
298,0.16216,1.29379,-0.65641,0.45152,0.45882,-1.00722,-1.1588,0.01773,-0.0755,1.07459,-1.00459,0,0,1,0,0
299,0.94656,0.69431,-0.82268,0.88159,0.39632,-0.37742,-0.81551,-0.03872,-0.0335,0.58648,-0.75085,0,0,1,1,1
300,0.79048,-1.51419,1.00985,0.65103,-0.0212,-0.56863,1.0215,0.08327,-0.09315,-0.05424,-0.97047,1,0,1,0,1
301,-1.16304,0.60325,0.37084,0.20832,-0.50867,-0.27728,-0.76103,0.12538,-0.01894,1.40749,0.02896,0,0,0,0,0
302,-0.06416,-1.36611,-0.65034,1.33874,-0.61267,-1.25279,-0.61494,-0.068,0.00234,-1.47736,-0.24706,0,0,1,1,0
303,0.65981,-0.35978,0.2733,0.86895,0.5579,0.66705,-0.5567,-0.09216,-0.01328,1.38763,-1.38425,0,0,1,0,1
304,0.2325,0.23331,-0.7206,1.14411,0.25357,0.80215,0.23899,-0.00611,-0.12842,-1.46521,-3.56332,0,0,0,1,1
305,0.24735,1.7894,0.98066,1.26884,-0.5573,-1.65787,0.35625,0.06315,0.00976,-0.26126,-1.7893,0,0,0,1,0
306,-0.33191,2.94512,0.9491,1.61745,0.78211,0.68277,-3.14466,0.05981,0.00687,-1.77384,-1.12386,0,0,0,1,1
307,1.29176,0.79002,0.5256,0.45603,-0.42903,-0.74842,0.92164,-0.16242,0.00151,-0.48531,-0.67062,0,0,0,0,1
308,-0.59613,-0.56067,0.38933,1.17835,-1.15166,0.58558,1.33637,0.17116,-0.02136,-0.11383,-1.9945,1,0,1,1,0
309,1.09005,0.49863,1.50895,0.06369,-1.05897,-0.15476,-1.15019,-0.08412,-0.02899,-0.65469,-1.03621,1,0,0,0,1
310,0.03516,0.627,0.09975,0.2575,-1.27874,-0.07698,-1.0723,-0.04651,0.01162,0.21388,-1.99648,0,0,0,1,0
311,-0.23019,-0.58597,-0.8455,0.35323,-0.57241,-0.24808,-0.55025,-0.11027,0.05618,-0.40099,-0.48873,0,1,0,0,0
312,1.50766,1.92484,0.45958,1.79485,0.93372,0.8697,-0.856,0.24983,-0.08765,-1.02241,-1.90964,0,0,0,0,1
313,1.52052,0.2777,1.76884,0.89365,-1.1051,-1.09167,0.12393,0.00421,0.01391,-1.06681,-1.57336,0,0,1,1,1
314,1.09241,0.5418,-0.71181,0.76012,-0.11152,0.38627,-2.04653,-0.1051,-0.04431,0.31091,-2.26303,1,0,0,0,1
315,1.31066,0.85757,-0.18917,0.19117,-0.95669,0.78106,-1.21793,0.06639,-0.04648,-1.15374,-0.53025,0,0,0,1,1
316,-0.63491,0.22789,0.43316,1.50711,-0.56031,0.47307,1.4392,0.05691,-0.11683,0.4154,-1.59967,0,0,0,1,1
317,0.1494,0.84353,0.05688,1.053,-1.81004,1.75976,-1.02822,-0.03877,-0.05424,0.72271,1.06018,0,0,0,0,1
318,-0.46288,-0.91033,-0.68584,1.65349,-0.52054,-0.52316,1.14343,0.06406,-0.08986,-2.16871,0.30878,0,1,0,0,0
319,0.01941,-0.66105,0.99749,0.48539,-0.49371,0.66584,0.25534,-0.10253,-0.06319,0.63293,-0.40478,0,1,1,0,0
320,-0.22363,-1.3392,1.95603,0.10386,0.24029,-0.18487,-1.90927,-0.06929,-0.09491,1.56042,-1.49623,1,0,0,1,0
321,0.12532,0.2686,0.25691,0.27615,-0.07672,0.88672,0.53533,-0.22102,-0.06245,-0.248,0.27078,1,0,0,0,0
322,0.86,0.75748,-0.62325,0.17128,-1.49839,-0.10615,-0.21767,-0.1524,-0.06031,0.09908,0.73605,1,0,0,0,0
323,-0.85347,0.01231,-1.13917,1.76434,0.7842,-0.4103,-0.55547,0.16076,-0.03516,0.53701,-0.08597,1,0,0,1,0
324,2.33564,2.10221,0.30638,0.99201,-0.0897,0.94486,0.14496,0.14414,-0.12074,-0.77548,2.10555,1,0,1,1,1
325,-0.97378,-0.5074,0.9831,0.61502,-0.10161,-0.49325,0.37463,-0.01342,-0.11228,-0.31772,0.38946,0,0,0,1,0
326,-2.20192,0.10449,0.48013,1.54356,-0.30918,-1.23018,0.60759,0.14629,-0.0219,-1.8142,1.07041,0,0,0,1,0
327,0.68844,-0.94427,0.09808,0.41464,-0.81776,-0.51348,1.07825,-0.03601,-0.07987,-0.36136,-0.09965,1,0,0,0,1
328,0.71962,-0.3496,-0.37142,1.38064,-0.0822,0.39523,0.30814,-0.04434,0.01373,-0.00189,0.7135,0,0,0,0,1
329,0.01927,0.68277,-0.77373,2.33932,0.17559,1.01363,-1.47563,-0.01435,-0.02874,0.01616,-1.49517,0,1,0,0,1
330,0.92831,0.83761,0.7678,0.18215,-2.0469,-0.0111,-0.57365,-0.03249,-0.00966,0.56542,-0.9876,0,1,0,1,1
331,0.75313,-0.49764,0.83102,1.11763,-0.83876,0.95456,2.84305,-0.04152,0.03053,-1.2748,0.22405,0,0,0,1,1
332,2.54312,-0.54078,-1.13658,1.08443,-0.55495,-1.18654,0.62449,0.09434,-0.05549,-1.03261,0.21315,0,0,1,1,0
333,-0.03092,-1.69513,1.37187,1.20568,-0.04383,-0.45461,2.26929,-0.00499,-0.06872,1.39551,0.46142,0,1,0,1,0
334,0.0682,-0.76018,0.55926,0.53931,0.89331,-0.33086,1.29543,0.05125,0.00359,-0.65033,1.35059,0,0,0,0,0
335,1.04945,0.98292,1.21968,0.86765,-1.07174,-0.19165,0.1418,0.08314,-0.01452,-0.29997,-2.43746,1,0,1,0,1
336,-0.3156,0.33109,-0.9737,0.47469,-0.79796,-0.03272,0.20141,0.01882,-0.04937,-0.56701,-1.76168,0,0,1,0,0
337,-1.1322,0.05302,-0.99266,1.6933,-0.81253,0.45273,-0.13658,-0.11703,0.02957,-1.32168,0.04436,1,0,0,0,0
338,-0.47262,-0.24664,-0.01918,0.9039,-1.10153,-0.45585,-1.8378,-0.15529,-0.05061,1.12353,-1.38655,0,0,0,1,0
339,0.21884,-0.06906,0.50223,2.17608,-0.64719,0.01122,-0.08195,-0.00512,-0.03836,-1.0277,4.76665,0,0,0,0,1
340,-0.47852,2.29333,1.53709,0.08082,0.4708,-0.1361,1.11067,-0.03713,-0.03894,-1.62729,0.47358,0,1,0,1,0
341,-0.74193,0.25216,0.66486,1.42942,-1.35384,-0.84071,-0.69964,-0.01126,-0.08673,-0.95074,-0.4175,0,0,0,1,0
342,0.24521,0.29408,-0.09415,0.53028,0.12781,-0.19093,0.31195,-0.02161,-0.03612,-2.50171,-1.0732,0,0,0,0,0
343,0.46344,0.36551,-0.7211,2.63801,-2.0019,-0.21493,0.75159,0.23836,0.02984,-1.15129,-1.02024,1,0,0,0,1
344,0.08838,-0.87812,1.084,1.53013,-0.86134,-0.23206,-1.00968,-0.15302,-0.01775,-1.46813,-0.25479,1,0,0,0,0
345,0.00374,-2.49465,-0.67176,0.48468,-0.62949,-0.07459,-0.5513,-0.21899,-0.03845,0.11743,-0.13203,1,0,0,0,0
346,-0.5104,0.96677,1.40277,0.33278,1.37486,-0.03946,-1.11791,0.01324,-0.04809,-1.17341,-0.98505,0,0,0,1,1
347,-2.72504,-1.11326,-0.12751,0.24316,-0.5748,-0.44584,-0.92217,-0.05764,-0.02346,0.3878,-0.70973,0,0,0,0,0
348,-0.9403,-1.48501,1.37247,1.59861,-2.50124,0.91817,-1.38761,0.01161,-0.00251,0.89848,1.71643,0,0,0,1,0
349,-1.40188,0.27795,0.64315,0.82848,-2.29889,-1.03558,-1.00045,0.03839,-0.00954,0.28118,1.77676,0,0,0,1,0
350,-0.32583,-0.65605,-0.0096,0.37291,-0.26597,-0.67678,1.31946,0.10841,-0.05659,-0.71539,0.07805,0,0,0,0,0
351,-0.27415,0.95321,-0.31552,2.14346,0.31377,2.12397,-1.01548,-0.17072,-0.02376,-0.35889,-2.31189,0,0,0,1,0
352,0.57437,0.85961,-0.17273,0.35699,0.07546,-0.93039,0.02646,-0.07567,-0.016,-2.02498,0.50775,0,0,0,1,1
353,1.12839,0.74087,0.44265,0.00111,-0.13243,-1.183,-0.60287,0.02288,-0.09036,-0.63378,2.03142,0,0,0,1,1
354,0.21964,-1.61394,0.16173,1.70747,0.86226,0.48758,1.07887,0.05705,-0.03159,-1.36044,1.75467,0,0,0,0,0
355,-0.30727,1.00624,-0.37505,0.78506,-0.83959,-1.7617,1.21116,0.19934,-0.14807,0.19433,0.80164,0,0,0,0,0
356,-2.29805,-0.23951,-0.03251,1.15905,0.59491,-0.28822,0.76407,0.07557,-0.01587,2.07275,1.83363,0,0,0,0,0
357,-0.29164,-0.57483,0.16286,0.57244,-1.93201,1.61666,0.20613,-0.02568,-0.00698,-0.00018,-0.21992,1,0,0,0,0
358,-0.09276,-0.14321,-1.60299,0.08888,-1.20495,-1.33595,-0.33106,-0.10904,-0.00262,-2.49114,0.64215,0,0,0,1,0
359,-0.41674,-1.87942,0.46653,1.00973,-2.10704,-1.68557,-1.29187,-0.07643,-0.05975,-0.86123,-1.32116,0,0,0,1,1
360,3.03519,-0.03952,-0.68378,1.11626,-0.57485,-1.29934,1.84353,-0.07927,-0.02455,-0.37751,0.1384,0,0,0,1,0
361,0.51169,-1.07357,-0.82267,0.66888,-0.34626,0.61869,-0.85967,0.04552,0.0312,-0.41264,1.6943,0,0,0,0,1
362,1.82238,-1.09285,-1.24988,0.68953,-0.1859,0.79982,0.56365,0.0057,0.03069,-1.23081,-1.18414,1,0,0,0,1
363,-0.04897,-1.75499,-1.33511,0.63192,-0.23812,-0.51007,0.95957,-0.15236,-0.04146,-0.25471,-1.59217,1,0,1,1,0
364,-0.08482,1.0332,-0.98436,1.73458,-1.22755,0.44657,-0.65528,-0.06359,-0.03303,-1.7425,-0.15377,0,0,0,0,1
365,1.28843,-0.62222,-0.46722,0.41595,-0.49024,1.0122,0.93801,0.06775,0.01555,-1.44491,-0.63999,0,0,0,0,1
366,-0.48049,1.21336,1.66261,2.81753,-1.79745,1.32988,0.66421,0.01517,-0.11504,0.1458,0.67372,1,0,0,0,0
367,0.21044,-0.66857,-0.3207,0.33076,1.06323,-0.29707,1.62796,0.03686,-0.05615,-1.51566,-0.97989,0,0,0,0,1
368,-0.45404,-1.90358,0.2422,0.33889,-0.60363,-1.94118,-0.56935,0.01829,0.02678,0.03821,2.27766,1,1,0,1,0
369,-0.12397,-1.28722,0.42039,0.50698,-0.78889,-0.7567,-1.38586,0.14264,0.00876,-1.86946,-2.23451,0,0,0,0,0
370,-1.21541,0.80391,0.20485,0.56793,1.28894,-0.44144,-0.60549,0.0036,-0.02154,1.26483,1.5806,0,0,0,1,0
371,-0.06196,-0.34855,0.03805,1.79067,-1.54225,-0.30715,0.10885,-0.0586,-0.11529,-1.27427,-1.44727,1,0,0,1,0
372,1.35385,-0.59889,-0.85624,0.35525,-1.42559,-0.25029,-0.04179,-0.11158,-0.0425,-0.72367,-2.99397,0,1,0,0,1
373,0.76519,0.39536,1.26074,1.01055,-1.39622,0.79512,-0.49344,0.00496,-0.0695,-0.16939,0.05681,0,0,0,1,1
374,0.15249,0.58956,1.54576,0.46241,-0.36787,0.91954,-2.0092,-0.26407,-0.02345,-1.06535,-0.68191,0,0,0,0,1
375,2.88877,1.56335,-1.24613,1.49334,0.13163,-0.23734,0.37048,-0.03843,-0.08047,-0.35659,-1.96441,0,0,0,1,1
376,-0.87201,1.01829,-0.71922,1.07521,0.43968,0.77879,1.87234,-0.04058,-0.09129,0.07536,-2.82207,1,0,0,0,0
377,0.53778,-0.29807,-0.12385,2.54599,2.272,0.18613,0.36425,-0.15645,-0.14324,0.46061,-0.31254,0,0,0,1,1
378,0.70329,-1.47105,-0.67163,2.75048,-2.54943,-0.0484,0.50914,-0.11283,0.02109,0.2915,1.16376,0,0,0,0,0
379,1.887,0.04348,0.50477,0.65434,0.30874,0.62524,0.47245,0.06097,-0.05999,-0.67181,0.57743,1,0,0,1,1
