id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
9479;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;94864;-28185;0;0;0;1;1
9480;-25992;-34794;-1097;-891;-2372;-4247;-29329;-38826;-34997;-111923;-28185;0;0;0;0;1
9481;-25992;-34794;-1097;-891;-2372;-4247;-7956;40513;-34997;94864;-28185;0;0;0;1;0
9482;-25992;-2205;-1097;-891;-2372;-4247;22744;81812;28593;-233;354793;1;0;0;1;0
9483;-25992;-34794;-1097;-891;-2372;-4247;14559;-6817;92184;-52841;-28185;1;0;1;1;1
9484;-25992;-30942;-1097;-891;-2372;-4247;-107573;47034;-34997;124404;354793;0;0;0;1;0
9485;-25992;-34794;-1097;-891;-2372;-4247;-81915;6821;-3202;94864;-28185;0;0;0;1;1
9486;-25992;-19767;186263;533466;-2372;-4247;13451;80726;-34997;-52841;-28185;0;0;1;0;0
9487;-25992;-34557;-1097;-891;-2372;-4247;163988;2095;155774;35782;-28185;0;0;0;0;1
9488;-25992;-34375;-1097;-891;-2372;-4247;-11667;-58389;-34997;-52841;-28185;1;0;0;1;0
9489;-25992;-34794;-1097;-891;-2372;-4247;169638;-6817;-3202;65323;-28185;0;0;0;1;1
9490;-25992;131855;-1097;-891;-2372;-4247;-57052;13342;-34997;-52841;354793;1;0;1;1;0
9491;-25992;-34794;-1097;-891;-2372;-4247;69088;-56215;155774;-141464;-28185;0;0;0;0;0
9492;-25992;-34794;-1097;-891;-2372;-4247;-69409;-64909;-34997;6241;-28185;0;0;1;0;0
9493;-25992;-1239;-1097;-891;-2372;-4247;-33392;-38826;-34997;124404;-28185;1;0;0;1;1
9494;-25992;-34794;-1097;-891;-2372;-4247;135722;37252;-34997;-233;-28185;1;0;0;1;0
9495;-25992;-34794;-1097;-891;-2372;-4247;84626;107896;-34997;153945;-28185;1;0;0;1;1
9496;-25992;74048;-1097;-891;-2372;-4247;-11667;-6817;-34997;-111923;-28185;0;0;0;0;1
9497;65945;335306;-1097;-891;-2372;-4247;155091;-6817;155774;-141464;-28185;1;0;0;1;1
9498;-25992;-34794;-1097;-891;-2372;-4247;109174;-50781;-34997;-111923;-28185;1;0;1;1;0
9499;34402;351662;-1097;-891;-2372;-4247;-67503;-6817;-34997;-111923;-28185;0;0;0;0;0
9500;-25992;-34794;-1097;-891;-2372;-4247;96435;158977;-34997;-111923;-28185;0;0;0;1;0
9501;-25992;-30023;258928;-891;-2372;-4247;-98144;-6817;-34997;153945;-28185;0;0;0;0;0
9502;-16933;3928;-1097;-891;-2372;-4247;-81298;-57302;-34997;65323;-28185;1;0;1;0;0
9503;-25992;-34794;-1097;-891;-2372;-4247;149883;-2361;-34997;-111923;-28185;0;0;0;0;0
9504;-25992;-34405;-1097;-891;-2372;-4247;-11667;-54041;-34997;-52841;-28185;1;0;1;0;0
9505;-25992;-34794;-1097;-891;-2372;-4247;-556;-4047;-34997;94864;-28185;0;0;0;0;1
9506;-25992;-31215;-1097;-891;-2372;-4247;-1998;-6817;-34997;124404;-28185;1;0;1;1;1
9507;-25992;-34794;-1097;-891;-2372;-4247;-34181;294831;28593;153945;-28185;1;0;1;0;0
9508;-25992;-34794;-1097;-891;-2372;-4247;31453;-30131;-34997;6241;-28185;0;0;0;1;1
9509;-7759;5641;-1097;-891;-2372;-4247;-70412;90507;-3202;-111923;-28185;1;0;1;0;0
9510;-25992;-34794;-1097;-891;-2372;-4247;15264;-6817;918857;35782;-28185;0;0;0;1;1
9511;-25992;-34794;-1097;-891;-2372;-4247;-99176;-4047;60388;35782;-28185;0;0;0;0;1
9512;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;183486;-28185;0;0;0;1;0
9513;60075;65791;-1097;-891;-2372;-4247;-73175;192669;-34997;153945;-28185;0;0;1;1;0
9514;37589;-34794;-1097;-891;-2372;-4247;-73175;13072;-34997;6241;-28185;1;0;0;0;0
9515;-25992;-34794;-1097;-891;-2372;-4247;63096;-6817;-34997;35782;-28185;0;0;0;1;1
9516;-25992;-34794;-1097;-891;-2372;-4247;173009;-6817;155774;124404;-28185;0;0;0;1;1
9517;-25992;-21463;-1097;-891;-2372;-4247;51599;114417;-34997;124404;-28185;1;0;0;1;1
9518;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;-141464;-28185;0;0;0;1;1
9519;-25992;-34794;-1097;-891;-2372;-4247;-110572;12255;-34997;-141464;-28185;1;0;0;1;0
9520;34402;351662;-1097;-891;-2372;-4247;-50026;-35565;-34997;-82382;-28185;1;0;0;0;1
9521;20105;464171;210485;-891;-2372;-4247;133311;-8394;-34997;124404;-28185;1;0;0;0;1
9522;-25992;-34794;-1097;-891;-2372;-4247;91661;-6817;-3202;-141464;-28185;0;0;0;1;0
9523;-25992;-34794;-1097;-891;-2372;-4247;-93279;5734;-34997;35782;354793;0;0;0;0;0
9524;-25992;-34794;-1097;-891;-2372;-4247;142608;-48607;-34997;6241;-28185;0;0;0;0;0
9525;249426;30108;-1097;-891;-2372;-4247;-11667;-58389;-34997;-82382;-28185;0;0;1;0;0
9526;-25992;-34794;20172;-891;-2372;-4247;122348;10082;-34997;-111923;354793;0;0;0;1;1
9527;-25992;-34794;-1097;-891;-2372;-4247;71323;-6817;219364;-233;-28185;0;0;0;1;1
9528;-25992;-34794;-1097;-891;-2372;-4247;9145;-6817;187569;-233;-28185;0;0;0;1;1
9529;-25992;-34794;-1097;-891;-2372;-4247;-76129;-34478;282954;35782;-28185;0;0;0;0;1
9530;-25992;-10901;-1097;-891;-2372;-4247;-76233;-6817;-34997;6241;-28185;1;0;0;1;0
9531;-25992;-34794;-1097;-891;-2372;-4247;-12594;-6817;-34997;35782;-28185;0;0;0;1;1
9532;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;1;0;1;0;1
9533;-25992;-34794;-1097;-891;-2372;-4247;-113847;38339;-34997;-233;-28185;1;0;0;0;0
9534;26819;-2965;-1097;-891;-2372;-4247;98649;30731;-34997;94864;-28185;1;0;0;0;1
9535;-25992;-34794;-1097;-891;-2372;-4247;43822;-6817;92184;-82382;-28185;0;0;0;1;1
9536;-25992;-34794;30553;-891;-2372;-4247;138942;6821;-34997;-111923;-28185;0;0;1;0;1
9537;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;94864;-28185;0;0;0;1;1
9538;-25992;-19745;-1097;-891;-2372;-4247;79219;-6817;282954;-141464;-28185;0;0;0;1;0
9539;-25992;112758;-1097;-891;-2372;-4247;-11667;-6817;-34997;153945;-28185;0;0;0;0;0
9540;-20959;-28992;-1097;-891;-2372;-4247;-100613;-50781;-34997;35782;-28185;0;0;0;0;0
9541;-25992;-34794;-1097;-891;-2372;-4247;-32648;-6817;155774;-233;-28185;0;0;0;1;0
9542;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;60388;6241;-28185;0;0;0;1;0
9543;85;-34794;-1097;-891;-2372;-4247;12914;3561;-34997;-111923;-28185;1;0;0;0;1
9544;-25992;-10901;-1097;60824;-2372;-4247;-76233;-6817;-34997;-52841;354793;1;0;0;1;0
9545;795386;325755;-1097;-891;-2372;-4247;140601;-6817;92184;183486;-28185;0;0;1;1;1
9546;-25992;-34794;-1097;-891;-2372;-4247;78267;-22523;-34997;124404;-28185;1;0;0;1;1
9547;-25992;-34794;-1097;-891;-2372;-4247;143131;-6817;92184;-52841;-28185;0;0;0;1;1
9548;-25992;-34794;-1097;-891;-2372;-4247;-67574;3;-34997;124404;-28185;0;0;0;1;0
9549;-25992;-34794;-1097;-891;-2372;-4247;-103094;-6817;-34997;-52841;-28185;0;0;0;1;0
9550;-25992;-34794;-1097;-891;-2372;-4247;13474;-6817;251159;-52841;-28185;0;0;0;1;1
9551;-25992;-34794;-1097;-891;-2372;-4247;-2724;-32305;-34997;-52841;-28185;0;0;1;1;0
9552;-25992;18772;-1097;-891;-2372;-4247;173092;1387;-34997;35782;-28185;0;0;0;1;0
9553;-25992;-31212;-1097;-891;-2372;-4247;-95065;-4752;-34997;35782;-28185;0;0;0;1;0
9554;-25992;-34794;-1097;-891;-2372;-4247;881;-22523;-34997;-52841;-28185;0;0;0;0;1
9555;-25992;-34794;-1097;-891;-2372;-4247;-114501;-16002;-34997;-141464;-28185;0;0;1;0;0
9556;106873;-32192;-1097;-891;-2372;-4247;127206;30731;-34997;-233;-28185;1;0;0;0;1
9557;-25992;-34794;-1097;-891;-2372;-4247;28298;118765;-34997;-52841;-28185;1;0;1;0;1
9558;-25992;66337;-1097;-891;-2372;-4247;-11667;-6817;92184;94864;-28185;0;0;0;1;1
9559;-1613;6334;-1097;-891;-2372;-4247;-99848;2095;-34997;-233;-28185;0;0;0;1;0
9560;-25992;-34794;-1097;-891;-2372;-4247;173092;10082;-34997;35782;-28185;0;0;0;0;1
9561;-25992;124532;-1097;-891;-2372;-4247;-11667;-6817;314749;183486;-28185;0;0;0;1;0
9562;-25992;-34794;-1097;-891;-2372;-4247;-1234;-12742;-34997;-82382;-28185;1;0;0;0;0
9563;-9641;-20704;82456;-891;-2372;-4247;129934;-48607;-34997;35782;-28185;0;0;1;1;0
9564;-25992;-34794;-1097;-891;-2372;-4247;75724;64423;-34997;153945;-28185;0;0;0;0;0
9565;-25992;-34794;-1097;-891;-2372;-4247;146302;-6817;60388;153945;-28185;0;0;0;1;1
9566;-13557;-34794;-1097;-891;-2372;-4247;171954;-32305;-34997;-141464;-28185;0;0;0;1;1
9567;-25992;-34794;-1097;-891;-2372;-4247;4617;-6817;-34997;124404;-28185;0;0;0;1;1
9568;-25992;-34794;-1097;-891;-2372;-4247;14366;125286;-34997;-52841;-28185;1;0;0;1;1
9569;-25992;-31245;-1097;-891;-2372;-4247;-11667;60076;-34997;-233;-28185;1;0;1;1;1
9570;-586;-24182;-1097;-891;-2372;-4247;-107618;-16002;-34997;-111923;-28185;1;0;0;0;0
9571;-25992;-34794;-1097;-891;-2372;-4247;-51821;528499;-34997;35782;354793;0;0;0;1;0
9572;377361;644745;-1097;-891;-2372;-4247;-20335;43773;-34997;-141464;-28185;1;0;0;0;1
9573;-25992;-34794;-1097;-891;-2372;-4247;-11667;-10568;-34997;-111923;-28185;0;0;1;1;0
9574;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;123979;-82382;-28185;0;0;0;1;1
9575;20981;-34794;-1097;-891;-2372;-4247;-65374;26384;-34997;153945;-28185;0;0;1;0;0
9576;-25992;-34794;-1097;-891;-2372;-4247;61434;-6817;28593;-233;-28185;0;0;0;1;1
9577;-25992;-3289;-1097;-891;-2372;-4247;143492;-35565;-34997;-52841;-28185;1;0;1;1;1
9578;-25992;14864;-1097;-891;-2372;-4247;165424;-6817;44193;-82382;-28185;1;0;1;1;1
9579;-25992;-18023;-1097;-891;-2372;-4247;137402;-6817;219364;-52841;-28185;0;0;0;1;1
9580;-25992;-23878;-1097;-891;-2372;-4247;-93441;-19263;-34997;183486;-28185;0;0;0;1;0
9581;-25992;-34794;-1097;-891;-2372;-4247;15309;47034;-34997;6241;354793;1;0;1;0;0
9582;-25992;-34794;-1097;-891;-2372;-4247;-11566;-6817;92184;6241;-28185;0;0;0;1;0
9583;-25992;-34794;-1097;-891;-2372;-4247;14143;-6817;-34997;65323;-28185;0;0;0;1;0
9584;-25992;-34794;-1097;-891;-2372;-4247;22903;-39912;-34997;124404;-28185;1;0;0;1;1
9585;-12571;-34794;-1097;-891;-2372;-4247;137483;-6817;-3202;124404;-28185;0;0;0;1;1
9586;-25992;-34794;-1097;-891;-2372;-4247;15785;-6817;28593;35782;-28185;0;0;0;1;0
9587;-25992;-34794;-1097;-891;-2372;-4247;148738;4648;-34997;153945;-28185;0;0;1;0;0
9588;-22647;40116;-1097;-891;-2372;-4247;-37611;-16002;-34997;35782;-28185;0;0;1;1;1
9589;-25992;-34521;-1097;-891;-2372;-4247;-102283;-6817;-34997;-82382;-28185;0;0;0;1;1
9590;-25992;7697;-1097;-891;-2372;-4247;-16641;70944;-34997;65323;-28185;0;0;0;1;0
9591;-25992;-34794;-1097;-891;-2372;-4247;-108483;-49694;-34997;-141464;-28185;0;0;0;0;0
9592;-25992;-34794;-1097;-891;-2372;-4247;-74223;-5134;-34997;94864;-28185;0;0;0;1;1
9593;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-82382;-28185;0;0;0;1;0
9594;-25992;-34544;-1097;-891;-2372;-4247;-11667;-50781;-34997;153945;-28185;0;0;1;1;0
9595;-25992;-34794;-1097;-891;-2372;-4247;-56776;-5134;-34997;94864;-28185;0;0;0;1;0
9596;-25992;-33504;-1097;-891;-2372;-4247;-11667;-6817;-34997;-111923;-28185;0;0;0;1;0
9597;-12571;-34794;-1097;-891;-2372;-4247;124048;-6817;-3202;35782;-28185;0;0;0;1;1
9598;-217;-30687;3044;-891;-2372;-4247;173092;-6817;-34997;-111923;-28185;1;0;1;1;1
9599;-25992;-27328;-1097;-891;-2372;-4247;-4039;54642;-34997;-111923;-28185;0;0;0;1;0
9600;-25992;-34794;-1097;-891;-2372;-4247;-12696;501329;-3202;153945;-28185;1;0;0;0;1
9601;-25992;-34794;-1097;-891;-2372;-4247;-112105;-6817;-34997;-233;-28185;0;0;0;1;1
9602;-25992;-34794;-1097;-891;-2372;-4247;-35718;-31218;-34997;6241;-28185;0;0;0;0;1
9603;-25992;-34794;-1097;-891;-2372;-4247;24715;45947;-3202;-52841;-28185;0;0;1;0;1
9604;-25992;46549;-1097;-891;-2372;-4247;-43535;143762;-34997;94864;-28185;1;0;1;0;0
9605;-25992;-34307;-1097;-891;-2372;-4247;-113847;38339;-34997;-111923;-28185;1;0;0;0;0
9606;-25992;-34794;-1097;-891;-2372;-4247;47462;-6817;187569;-52841;-28185;0;0;0;1;1
9607;-25992;-714;-1097;-891;-2372;-4247;71053;-6817;92184;6241;-28185;0;0;0;1;1
9608;-25992;-34794;-1097;-891;-2372;-4247;-78457;-65996;-34997;153945;-28185;0;0;0;0;0
9609;-25992;-24766;-1097;-891;-2372;-4247;-72816;12255;-34997;-52841;-28185;0;0;0;0;1
9610;-25992;-34794;-1097;-891;-2372;-4247;-114795;11169;-34997;94864;-28185;0;0;0;0;0
9611;-25992;-34794;-1097;-891;-2372;-4247;159262;-6817;-3202;6241;-28185;0;0;0;1;0
9612;-25992;-34794;-1097;-891;-2372;-4247;85819;26384;-34997;153945;-28185;0;0;0;0;0
9613;-25992;-34794;-1097;-891;-2372;-4247;-18578;-6817;-34997;35782;-28185;0;0;0;1;1
9614;-25992;-34794;-1097;-891;-2372;-4247;-7081;88333;-34997;-141464;-28185;0;0;1;1;0
9615;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;0;0;0;1;1
9616;-25992;-34794;-1097;-891;-2372;-4247;-49276;68771;60388;6241;-28185;0;0;0;1;0
9617;-16933;3928;-1097;-891;-2372;-4247;-73294;198103;-3202;-111923;-28185;1;0;0;1;0
9618;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;6241;-28185;1;0;0;1;0
9619;-25992;-34794;-1097;-891;-2372;-4247;-110744;-6817;-34997;-233;-28185;0;0;0;1;0
9620;-25992;-34794;-1097;-891;-2372;-4247;28758;-55128;-34997;-111923;-28185;0;0;0;1;0
9621;44211;71726;-1097;-891;-2372;-4247;-94075;-6817;-34997;94864;-28185;1;0;0;0;0
9622;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;-233;-28185;0;0;0;1;1
9623;-25992;-30916;-1097;-891;-2372;-4247;36957;33992;-34997;183486;-28185;0;0;1;0;0
9624;-19952;-19706;-1097;-891;-2372;-4247;-17362;30896;-34997;-233;354793;1;0;1;1;0
9625;-25992;-34794;31591;-891;-2372;-4247;-11627;54642;-34997;124404;-28185;0;0;1;1;0
9626;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;-52841;-28185;0;0;0;1;0
9627;-25992;-33227;-1097;-891;-2372;-4247;60248;-6817;759881;183486;-28185;1;0;0;1;1
9628;29115;153069;207025;-891;-2372;-4247;116865;-56215;-34997;153945;-28185;1;0;0;0;0
9629;-25992;-34794;-1097;-891;-2372;-4247;170441;-6817;-34997;153945;-28185;0;0;0;1;1
9630;-25992;-34557;-1097;-891;-2372;-4247;128183;-6817;60388;6241;-28185;0;0;0;1;1
9631;-25992;-34794;-1097;-891;-2372;-4247;141416;-6817;-34997;35782;-28185;0;0;0;1;1
9632;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;0;1
9633;44211;71726;-1097;-891;-2372;-4247;-77445;15516;-34997;-82382;354793;0;0;0;0;0
9634;-25992;-34794;-1097;-891;-2372;-4247;-75578;-6817;-34997;-52841;-28185;1;0;0;1;0
9635;-25992;-34794;-1097;-891;-2372;-4247;-77837;-1873;-34997;-141464;-28185;0;0;0;0;0
9636;-25992;-26863;-1097;-891;-2372;-4247;-11667;-6817;-34997;-82382;-28185;0;0;0;1;0
9637;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-3202;94864;-28185;0;0;0;1;1
9638;65945;335306;-1097;-891;-2372;-4247;23246;-10568;-34997;-233;-28185;0;0;0;1;1
9639;34402;148183;-1097;-891;-2372;-4247;-306;-25784;-34997;-52841;-28185;1;0;0;0;0
9640;-25992;-34794;-1097;-891;-2372;-4247;7245;-45347;-34997;6241;-28185;0;0;0;0;0
9641;-25992;-9087;-1097;-891;-2372;-4247;-17009;-6817;-34997;-141464;-28185;0;0;0;1;0
9642;-12738;57198;-1097;-891;-2372;-4247;27554;156804;-34997;-141464;-28185;0;0;0;0;1
9643;-25992;-34794;-1097;-891;-2372;-4247;-104669;-33391;-34997;35782;354793;0;0;0;0;0
9644;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;-111923;-28185;0;0;0;1;1
9645;20105;464171;7066;-891;-2372;-4247;47094;-45347;-34997;-82382;-28185;0;0;0;0;1
9646;-25992;-34794;-1097;-891;-2372;-4247;-6283;-6817;-34997;-111923;-28185;0;0;1;0;1
9647;-25992;-34794;-1097;-891;-2372;-4247;43049;-6817;-34997;-52841;-28185;0;0;0;1;0
9648;37589;-34794;-1097;191653;-2372;-4247;130032;38339;-34997;124404;-28185;0;0;0;0;0
9649;-25992;-34794;-1097;-891;-2372;-4247;76721;-49694;-34997;65323;-28185;1;0;0;1;1
9650;-25992;-34794;-1097;-891;-2372;-4247;144005;114417;-34997;-52841;-28185;0;0;1;1;1
9651;-25992;-34794;-1097;-891;-2372;-4247;-11667;26384;-34997;124404;-28185;0;0;1;0;0
9652;-25992;-18023;-1097;-891;-2372;-4247;137402;-6817;219364;94864;-28185;0;0;0;1;0
9653;-25992;-34794;-1097;-891;-2372;-4247;-115987;-6817;219364;-52841;-28185;0;0;0;1;1
9654;-25992;-32141;-1097;-891;-2372;-4247;159;-6817;-34997;35782;-28185;0;0;0;1;1
9655;-25992;-629;-1097;-891;-2372;-4247;-71348;-6817;28593;124404;-28185;0;0;0;1;1
9656;795386;325755;-1097;-891;-2372;-4247;-11523;72031;-34997;6241;-28185;1;0;1;1;1
9657;37589;-34794;-1097;-891;-2372;-4247;170257;-43173;-34997;-52841;-28185;0;0;0;0;1
9658;795386;325755;-1097;-891;-2372;-4247;140601;-6817;92184;183486;-28185;0;0;0;1;1
9659;-25992;-34794;-1097;-891;-2372;-4247;47462;-6817;219364;94864;-28185;0;0;0;1;1
9660;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;0;1
9661;-25992;-34794;-1097;-891;-2372;-4247;173092;-64909;-34997;153945;-28185;1;0;0;0;1
9662;-25992;-34794;-1097;-891;-2372;-4247;-15696;8995;-34997;6241;-28185;1;0;0;0;0
9663;-25992;-34794;-1097;-891;-2372;-4247;173092;-60562;-34997;153945;-28185;0;0;0;1;1
9664;60075;65791;-1097;-891;-2372;-4247;-36789;108983;-34997;153945;-28185;0;0;1;1;0
9665;-25992;-34794;-1097;-891;-2372;-4247;56662;119851;-34997;-111923;-28185;1;0;0;0;1
9666;-25992;-32141;-1097;-891;-2372;-4247;1631;-6817;-34997;94864;-28185;0;0;0;1;1
9667;-25992;-2315;-1097;-891;-2372;-4247;133509;-6817;314749;-111923;-28185;0;0;0;1;1
9668;-25992;-33118;-1097;-891;-2372;-4247;-11667;-6817;-34997;-111923;-28185;0;0;0;0;0
9669;-25992;46549;-1097;-891;-2372;-4247;2811;-14915;-34997;35782;-28185;1;0;0;1;0
9670;-12571;-34794;-1097;-891;-2372;-4247;1149;-6817;-3202;6241;-28185;0;0;0;1;0
9671;-25992;-34794;-1097;-891;-2372;-4247;-95839;-6817;-34997;35782;354793;0;0;0;1;0
9672;-25992;-13368;-1097;-891;-2372;-4247;143957;-59475;-34997;-233;-28185;1;0;1;1;1
9673;-25992;-12188;-1097;-891;-2372;-4247;34748;23124;-34997;124404;-28185;0;0;0;1;1
9674;-25992;22369;-1097;-891;-2372;-4247;-83415;-50781;-34997;35782;-28185;0;0;0;0;1
9675;-25992;-21417;92837;-891;-2372;-4247;-24713;-6817;-34997;153945;-28185;0;0;1;1;0
9676;-25992;-34794;-1097;-891;-2372;-4247;-114118;-6817;60388;-111923;-28185;1;0;0;1;1
9677;-25992;-32033;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;0;1
9678;149563;-34794;-1097;-891;-2372;-4247;76022;150283;-34997;6241;-28185;1;0;0;0;0
9679;-12957;-30637;-1097;-891;-2372;-4247;92834;73118;-34997;-52841;-28185;0;0;0;1;0
9680;-25992;17836;-1097;-891;-2372;-4247;-3963;157891;-34997;6241;354793;0;0;0;0;0
9681;-25992;-34794;-1097;-891;-2372;-4247;23333;-48607;28593;183486;-28185;1;0;0;0;0
9682;-25992;-34794;-1097;-891;-2372;-4247;-104307;-6817;-34997;-141464;-28185;0;0;1;0;0
9683;-25992;-31063;-1097;-891;-2372;-4247;160696;97028;-3202;124404;-28185;0;0;0;1;1
9684;425;-20704;-1097;-891;-2372;-4247;-11667;-6817;-34997;-111923;354793;0;0;0;1;0
9685;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-82382;-28185;1;0;0;1;1
9686;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-34997;-82382;-28185;0;0;0;1;0
9687;-586;-24182;-1097;-891;-2372;-4247;143074;7908;-34997;-111923;-28185;1;0;0;0;0
9688;-25992;-34794;258928;-891;-2372;-4247;-73175;169846;-34997;6241;-28185;1;0;1;1;1
9689;-25992;-32141;-1097;-891;-2372;-4247;136955;-6817;-34997;94864;-28185;0;0;0;1;1
9690;14864;185818;-1097;-891;-2372;-4247;21375;-12742;-34997;-141464;-28185;1;0;0;1;1
9691;-25992;-28763;-1097;-891;-2372;-4247;-11667;-64909;-3202;-111923;-28185;0;0;0;1;1
9692;-25992;-24766;-1097;-891;-2372;-4247;-8293;-14915;-34997;-82382;-28185;1;0;0;0;0
9693;-25992;-34794;-1097;-891;-2372;-4247;-9734;-24697;44193;-141464;-28185;0;0;0;0;1
9694;-25992;-34794;-1097;-891;-2372;-4247;158647;-6817;-34997;183486;-28185;0;0;0;1;0
9695;-25992;-34794;-1097;-891;-2372;-4247;-98877;12255;-34997;-82382;-28185;0;0;0;1;0
9696;-25992;-34794;-1097;-891;-2372;-4247;173092;-787;-34997;6241;-28185;0;0;1;0;1
9697;-25992;-28161;-1097;-891;-2372;-4247;-61346;480679;-3202;153945;-28185;0;0;1;1;0
9698;-12738;57198;-1097;-891;-2372;-4247;-4216;10082;-34997;153945;-28185;0;0;0;0;0
9699;-25992;-34515;-1097;-891;-2372;-4247;-11667;-6817;-34997;65323;-28185;0;0;0;0;1
9700;-25992;-34794;-1097;-891;-2372;-4247;165266;-52954;-34997;-233;-28185;1;0;0;0;0
9701;-25992;-34794;-1097;-891;-2372;-4247;-1311;-6817;-34997;-82382;-28185;0;0;0;0;1
9702;-23307;-34794;-1097;-891;-2372;-4247;39127;-61649;-34997;153945;-28185;0;0;0;1;0
9703;44211;71726;-1097;-891;-2372;-4247;-63194;-6817;-34997;6241;-28185;0;0;0;0;1
9704;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;1;0;0;0;0
9705;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;1;0;1;0;1
9706;-25992;-33919;-1097;-891;-2372;-4247;-11667;-62736;-34997;124404;-28185;0;0;0;0;0
9707;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-111923;-28185;0;0;0;1;0
9708;-25992;-34794;-1097;-891;-2372;-4247;-33392;-21436;-34997;-52841;-28185;1;0;0;1;1
9709;377361;644745;105294;-891;-2372;-4247;-71912;-31218;-34997;-82382;354793;1;0;0;0;0
9710;-25992;225232;-1097;-891;-2372;-4247;-8686;282876;-34997;-111923;354793;0;0;0;1;0
9711;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-82382;-28185;0;0;0;1;1
9712;-15926;256;-1097;-891;-2372;-4247;-46547;242663;-34997;-111923;-28185;0;0;1;1;0
9713;-25992;-34794;-1097;-891;-2372;-4247;17257;-6817;28593;65323;-28185;0;0;0;1;1
9714;-25992;-33409;-1097;-891;-2372;-4247;-115224;-6817;-34997;-233;-28185;0;0;0;1;0
9715;-25992;-34307;-1097;-891;-2372;-4247;-113847;39426;-34997;-111923;-28185;1;0;0;0;1
9716;-12571;13004;-1097;-891;-2372;-4247;-51821;315481;-34997;-82382;-28185;0;0;0;1;1
9717;-25992;-34794;-1097;-891;-2372;-4247;-103128;-6817;-34997;-233;-28185;0;0;1;0;0
9718;-25992;-34794;-1097;-891;-2372;-4247;-60177;92681;-34997;-233;-28185;0;0;0;1;0
9719;-25992;-34794;-1097;-891;-2372;-4247;-11667;-65996;-34997;-111923;-28185;1;0;0;0;1
9720;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-3202;6241;-28185;0;0;0;1;1
9721;-25992;-34794;258928;-891;-2372;-4247;3771;15516;-34997;35782;-28185;1;0;0;1;0
9722;-11096;-32165;-1097;-891;-2372;-4247;72424;-6817;-34997;183486;-28185;0;0;0;1;0
9723;-25992;-34794;-1097;-891;-2372;-4247;-114501;-16002;-34997;-141464;-28185;0;0;1;0;0
9724;-25992;-34794;-1097;-891;-2372;-4247;-45739;-45347;60388;153945;-28185;0;0;1;1;1
9725;-25992;-31578;-1097;-891;-2372;-4247;-115894;-6817;-34997;183486;-28185;1;0;0;1;1
9726;-25992;-34794;-1097;-891;-2372;-4247;-3553;187235;123979;-233;-28185;1;0;1;1;1
9727;-25992;-34794;-1097;-891;-2372;-4247;-42108;-6817;92184;-233;-28185;0;0;0;1;0
9728;-25992;-749;-1097;-891;-2372;-4247;-36398;180714;-34997;6241;-28185;1;0;1;0;0
9729;-25992;-34794;-1097;-891;-2372;-4247;95629;161151;-3202;-141464;354793;0;0;1;1;0
9730;-25992;-34794;-1097;-891;-2372;-4247;-80482;82899;-34997;6241;-28185;0;0;0;1;1
9731;-25992;-34794;-1097;-891;-2372;-4247;1108;132893;-3202;-141464;354793;0;0;1;1;0
9732;-25992;-34794;-1097;-891;-2372;-4247;-92414;-46433;-34997;-233;-28185;0;0;0;1;0
9733;-25992;-34794;-1097;-891;-2372;-4247;59577;-6817;-34997;124404;-28185;0;0;0;0;1
9734;-12571;-34794;-1097;-891;-2372;-4247;-74802;19863;-34997;153945;-28185;1;0;1;0;0
9735;-25992;-34794;-1097;-891;-2372;-4247;818;-6817;-34997;-111923;-28185;0;0;0;0;1
