id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
5165;-25992;-34794;-1097;-891;-2372;-4247;44410;117714;28593;183486;-28185;0;0;0;0;0
5166;108216;-34794;-1097;-891;-2372;-4247;-1775;167960;-34997;124404;-28185;0;0;1;0;1
5167;-25992;-34794;-1097;-891;-2372;-4247;-60658;55466;-34997;-233;-28185;0;0;0;1;0
5168;-25992;-34794;-1097;-891;-2372;-4247;-2297;14265;92184;124404;-28185;0;0;0;0;0
5169;-25992;335306;-1097;-891;-2372;-4247;-26875;23337;92184;-141464;-28185;0;0;0;0;0
5170;65945;-34794;-1097;-891;-2372;-4247;-9402;113350;92184;-82382;-28185;0;0;0;0;0
5171;-25992;254732;258928;-891;-2372;-4247;-64460;38498;-34997;-233;-28185;0;1;0;0;0
5172;-25992;254732;404258;-891;-2372;-4247;17958;110159;60388;-141464;-28185;0;0;0;1;1
5173;-25992;-34794;258928;-891;-2372;-4247;-13901;55679;60388;-233;-28185;0;0;0;0;0
5174;-25992;-34794;-1097;478455;-2372;-4247;38101;155896;28593;-82382;-28185;0;0;0;1;0
5175;-25992;-34794;-1097;1227707;-2372;-4247;51794;73668;-34997;-233;-28185;0;0;0;1;0
5176;28136;-34794;335053;-891;-2372;-4247;17437;5615;92184;-82382;354793;0;0;0;0;1
5177;28136;-34794;-1097;-891;-2372;-4247;-16098;153368;92184;-82382;-28185;0;0;0;1;0
5178;-25992;-34794;404258;-891;-2372;-4247;-38459;1940;28593;-141464;-28185;0;0;0;0;0
5179;-25992;-34794;-1097;-891;-2372;-4247;-43625;13276;-34997;183486;354793;0;0;1;1;0
5180;795386;-34794;-1097;-891;-2372;-4247;16607;90929;-34997;-233;-28185;0;0;0;0;0
5181;-25992;325755;-1097;-891;-2372;-4247;25901;18425;60388;183486;354793;0;0;1;1;1
5182;28136;-34794;-1097;-891;-2372;-4247;-6740;69276;28593;124404;354793;0;0;0;0;0
5183;-25992;-34794;-1097;-891;-2372;-4247;-666;56620;92184;-82382;-28185;0;0;0;0;0
5184;795386;-34794;-1097;-891;-2372;-4247;-69310;75167;-34997;-233;354793;0;0;0;1;0
5185;65945;-34794;-1097;-891;-2372;-4247;7162;222906;92184;183486;-28185;0;0;1;1;1
5186;795386;-34794;-1097;-891;-2372;-4247;-23054;95802;28593;-141464;354793;0;0;0;0;0
5187;-25992;-34794;-1097;-891;-2372;-4247;57986;34063;92184;-111923;-28185;0;0;1;1;0
5188;-25992;-34794;-1097;-891;-2372;-4247;16112;280674;28593;-111923;-28185;1;0;1;1;0
5189;795386;-34794;335053;1227707;-2372;-4247;-15198;123130;92184;-82382;-28185;0;0;0;1;0
5190;-25992;-34794;-1097;-891;-2372;-4247;19651;26438;92184;-82382;-28185;1;0;1;1;0
5191;-25992;-34794;404258;-891;-2372;-4247;93944;177967;60388;-141464;354793;0;0;0;1;0
5192;65945;-34794;-1097;-891;-2372;-4247;43611;99160;-34997;-82382;354793;1;0;0;1;0
5193;65945;335306;-1097;-891;-2372;-4247;-28480;43419;60388;-141464;354793;0;0;1;0;0
5194;795386;-34794;-1097;1227707;-2372;-4247;25512;20270;60388;-111923;354793;0;0;0;1;0
5195;-25992;-34794;258928;-891;-2372;-4247;145048;58067;-34997;-141464;354793;0;1;0;0;0
5196;65945;335306;404258;478455;-2372;-4247;43833;69037;-34997;-82382;-28185;1;0;1;1;0
5197;65945;325755;-1097;-891;-2372;-4247;-6333;25016;-34997;-141464;-28185;0;0;0;0;0
5198;-25992;225596;-1097;-891;-2372;-4247;62159;123536;-34997;-82382;354793;1;0;1;1;0
5199;-25992;-34794;-1097;-891;-2372;-4247;-89793;143233;-34997;124404;354793;0;0;0;0;0
5200;-25992;-34794;-1097;-891;-2372;-4247;-52546;50683;92184;-111923;-28185;1;0;0;0;0
5201;-25992;-34794;258928;-891;-2372;-4247;-94132;57629;28593;-141464;-28185;1;0;0;0;0
5202;108216;225596;-1097;-891;-2372;-4247;-79132;182511;-34997;-233;-28185;0;0;1;0;0
5203;-25992;225596;258928;-891;-2372;-4247;713;18491;60388;183486;354793;0;0;0;0;0
5204;65945;-34794;-1097;-891;-2372;-4247;-68938;81172;60388;-82382;-28185;1;0;0;0;1
5205;108216;-34794;-1097;-891;-2372;-4247;-50294;36853;28593;183486;354793;1;0;0;0;1
5206;-25992;-34794;258928;-891;-2372;-4247;-85815;81587;28593;-82382;-28185;0;0;0;0;1
5207;28136;-34794;-1097;-891;-2372;-4247;23237;99904;-34997;-141464;354793;0;0;0;0;1
5208;-25992;254732;-1097;-891;-2372;-4247;-61293;93086;92184;-111923;-28185;0;0;0;0;1
5209;28136;-34794;-1097;-891;-2372;-4247;43613;46062;-34997;-141464;-28185;0;0;0;0;0
5210;-25992;-34794;-1097;1227707;-2372;-4247;-6858;59658;92184;183486;354793;0;0;1;0;0
5211;795386;225596;258928;-891;-2372;-4247;69768;49421;92184;-111923;-28185;1;0;1;1;0
5212;-25992;-34794;335053;-891;-2372;-4247;-17855;102006;28593;-82382;-28185;0;0;0;0;0
5213;-25992;-34794;-1097;-891;-2372;-4247;43371;139611;92184;-111923;-28185;0;0;0;1;0
5214;65945;-34794;-1097;-891;-2372;-4247;10306;80667;-34997;124404;-28185;0;0;0;0;0
5215;-25992;-34794;-1097;-891;-2372;-4247;30412;153258;60388;-141464;-28185;0;0;1;1;0
5216;-25992;-34794;-1097;223537;-2372;-4247;47420;36117;28593;-141464;-28185;0;0;0;1;0
5217;-25992;-34794;-1097;-891;-2372;-4247;9185;55296;-34997;-111923;-28185;0;0;0;0;0
5218;65945;-34794;-1097;-891;-2372;-4247;19017;29013;28593;-141464;-28185;0;0;1;1;0
5219;-25992;-34794;-1097;-891;-2372;-4247;28061;197429;92184;-141464;354793;1;0;0;0;0
5220;-25992;-34794;-1097;-891;-2372;-4247;-80612;120901;92184;183486;354793;0;0;0;0;0
5221;-25992;225596;-1097;-891;-2372;-4247;18477;306501;92184;-233;-28185;0;0;0;1;0
5222;-25992;-34794;335053;-891;-2372;-4247;41859;71559;28593;-141464;-28185;0;0;0;0;0
5223;-25992;-34794;-1097;-891;-2372;-4247;-4087;114622;-34997;183486;-28185;0;0;0;0;0
5224;-25992;-34794;-1097;-891;-2372;-4247;-67668;74813;-34997;-82382;-28185;1;0;0;0;0
5225;-25992;-34794;-1097;-891;-2372;-4247;24986;41662;92184;-111923;-28185;0;0;0;1;0
5226;-25992;-34794;-1097;-891;-2372;-4247;-70149;25953;28593;183486;354793;0;0;1;0;0
5227;-25992;335306;-1097;1227707;-2372;-4247;-84100;61123;60388;124404;-28185;1;0;0;1;1
5228;28136;-34794;-1097;-891;-2372;-4247;58153;54344;92184;183486;-28185;0;0;1;1;0
5229;-25992;-34794;-1097;1227707;-2372;-4247;26109;49578;28593;-111923;-28185;0;0;0;1;0
5230;-25992;-34794;-1097;-891;-2372;-4247;-40009;53857;60388;-111923;-28185;0;0;0;1;0
5231;-25992;225596;-1097;478455;-2372;-4247;21173;301828;60388;-82382;-28185;0;1;0;0;0
5232;-25992;254732;-1097;478455;-2372;-4247;-9911;142842;28593;-82382;-28185;0;0;1;0;0
5233;65945;-34794;-1097;-891;-2372;-4247;40284;92733;-34997;-82382;-28185;0;0;0;0;0
5234;-25992;-34794;-1097;-891;-2372;-4247;152651;126051;92184;-111923;-28185;1;0;0;1;0
5235;-25992;-34794;-1097;-891;-2372;-4247;-44302;163340;-34997;-111923;354793;0;0;1;1;0
5236;-25992;225596;-1097;-891;-2372;-4247;-17559;167157;-34997;-82382;-28185;0;0;0;0;0
5237;-25992;-34794;-1097;223537;-2372;-4247;-58978;71668;60388;-111923;-28185;0;0;0;0;0
5238;-25992;-34794;-1097;-891;-2372;-4247;52255;36682;-34997;-233;-28185;1;0;0;1;0
5239;-25992;-34794;-1097;-891;-2372;-4247;-11490;80958;60388;-141464;354793;0;0;1;1;1
5240;-25992;-34794;335053;-891;-2372;-4247;-11113;59404;92184;-82382;-28185;1;0;0;0;0
5241;108216;-34794;-1097;-891;-2372;-4247;-21329;52590;28593;-141464;-28185;0;0;1;1;0
5242;-25992;-34794;-1097;223537;-2372;-4247;-29237;95147;-34997;-233;-28185;0;0;0;1;0
5243;-25992;225596;-1097;-891;-2372;-4247;-26207;130824;92184;-141464;-28185;0;1;1;1;0
5244;795386;-34794;-1097;-891;-2372;-4247;-19410;126259;92184;-141464;354793;0;1;0;0;1
5245;65945;-34794;-1097;-891;-2372;-4247;39304;44521;92184;183486;-28185;0;0;1;0;0
5246;-25992;-34794;258928;-891;-2372;-4247;46463;30355;-34997;-141464;-28185;0;0;0;1;0
5247;65945;-34794;-1097;-891;-2372;-4247;7840;4340;92184;183486;-28185;0;0;0;0;0
5248;28136;-34794;-1097;-891;-2372;-4247;72083;99419;28593;-82382;354793;0;0;0;0;0
5249;-25992;225596;258928;-891;-2372;-4247;31432;26447;-34997;-233;-28185;1;0;0;1;0
5250;-25992;-34794;-1097;478455;-2372;-4247;-31443;46624;60388;183486;-28185;0;0;1;1;0
5251;-25992;335306;-1097;223537;-2372;-4247;43781;74893;-34997;183486;-28185;0;0;0;0;0
5252;108216;-34794;258928;-891;-2372;-4247;46774;457;92184;124404;-28185;0;0;0;1;1
5253;-25992;-34794;-1097;-891;-2372;-4247;8582;115884;-34997;-111923;-28185;1;0;0;0;1
5254;-25992;-34794;-1097;223537;-2372;-4247;-14068;73817;60388;183486;354793;1;0;0;1;0
5255;28136;325755;-1097;-891;-2372;-4247;-67367;133299;28593;-141464;-28185;1;0;1;0;1
5256;-25992;-34794;-1097;-891;-2372;-4247;-23581;2659;28593;183486;354793;0;0;0;1;0
5257;-25992;-34794;-1097;478455;-2372;-4247;-92727;157410;60388;-141464;-28185;0;0;0;1;0
5258;-25992;-34794;-1097;-891;-2372;-4247;-17653;39499;60388;183486;354793;0;0;0;1;0
5259;-25992;-34794;-1097;-891;-2372;-4247;2367;28399;92184;-141464;-28185;0;0;0;0;0
5260;28136;-34794;-1097;-891;-2372;-4247;54320;31191;-34997;183486;-28185;0;0;0;0;0
5261;-25992;-34794;404258;-891;-2372;-4247;-26422;53127;60388;-233;-28185;0;0;1;1;0
5262;28136;335306;-1097;223537;-2372;-4247;12597;22111;-34997;-233;-28185;0;0;1;0;0
5263;-25992;-34794;-1097;1227707;-2372;-4247;57097;30033;60388;-141464;-28185;0;0;0;0;0
5264;-25992;-34794;-1097;223537;-2372;-4247;-56916;220395;60388;-82382;-28185;0;0;0;1;0
5265;108216;325755;-1097;-891;-2372;-4247;28293;25528;-34997;124404;-28185;0;0;1;0;1
5266;-25992;-34794;-1097;-891;-2372;-4247;-82948;70629;60388;-233;354793;1;0;0;0;0
5267;-25992;-34794;-1097;-891;-2372;-4247;-47706;16950;-34997;-82382;-28185;0;0;1;1;0
5268;-25992;335306;-1097;-891;-2372;-4247;-43049;63024;92184;-141464;-28185;0;0;1;1;1
5269;28136;-34794;-1097;-891;-2372;-4247;-34561;67468;92184;-141464;-28185;0;0;0;0;1
5270;-25992;-34794;-1097;-891;-2372;-4247;-35832;27933;28593;-233;-28185;0;0;1;1;0
5271;-25992;-34794;-1097;478455;-2372;-4247;16964;51358;28593;-82382;-28185;0;0;0;1;0
5272;-25992;-34794;-1097;-891;-2372;-4247;-10429;71071;60388;-233;354793;0;0;0;0;0
5273;-25992;-34794;-1097;-891;-2372;-4247;-51731;13389;92184;-82382;-28185;0;0;0;0;0
5274;65945;-34794;-1097;-891;-2372;-4247;-76004;78283;60388;-233;354793;0;0;0;0;0
5275;-25992;-34794;-1097;-891;-2372;-4247;33936;123571;60388;-141464;-28185;1;0;0;0;0
5276;-25992;-34794;-1097;-891;-2372;-4247;47876;11729;-34997;124404;-28185;0;0;1;1;0
5277;-25992;254732;404258;-891;-2372;-4247;-489;156887;92184;-141464;-28185;0;0;0;1;0
5278;-25992;-34794;-1097;-891;-2372;-4247;-139911;138470;-34997;-82382;-28185;0;0;1;0;0
5279;795386;225596;-1097;-891;-2372;-4247;-25475;1571;92184;124404;-28185;1;1;0;0;0
5280;-25992;-34794;-1097;-891;-2372;-4247;-34008;28956;60388;183486;-28185;0;0;0;1;0
5281;108216;-34794;-1097;223537;-2372;-4247;-25919;383;-34997;183486;-28185;0;0;0;1;0
5282;-25992;-34794;-1097;223537;-2372;-4247;65705;80646;92184;124404;354793;0;0;0;0;0
5283;-25992;-34794;-1097;-891;-2372;-4247;33560;47247;92184;124404;-28185;0;0;0;1;0
5284;28136;-34794;-1097;478455;-2372;-4247;39644;50901;-34997;183486;-28185;0;0;0;0;0
5285;-25992;225596;-1097;-891;-2372;-4247;53034;75768;92184;-141464;-28185;0;0;0;1;1
5286;65945;-34794;-1097;-891;-2372;-4247;-19787;97077;60388;183486;354793;0;0;1;0;1
5287;108216;-34794;-1097;-891;-2372;-4247;-16853;216214;-34997;-233;354793;0;0;0;0;0
5288;-25992;-34794;-1097;1227707;-2372;-4247;4176;126461;28593;124404;354793;0;0;1;0;0
5289;-25992;-34794;-1097;-891;-2372;-4247;-28482;49412;-34997;-141464;-28185;0;0;0;1;0
5290;65945;-34794;-1097;-891;-2372;-4247;-29474;16762;28593;-141464;-28185;0;0;0;0;0
5291;-25992;335306;404258;478455;-2372;-4247;42074;156589;92184;183486;354793;0;0;0;0;0
5292;-25992;-34794;-1097;223537;-2372;-4247;29085;47414;-34997;-141464;-28185;0;0;0;0;1
5293;-25992;-34794;-1097;-891;-2372;-4247;-104021;52888;28593;-111923;-28185;0;0;0;1;1
5294;-25992;-34794;258928;-891;-2372;-4247;-9471;48511;60388;-141464;354793;0;1;0;1;0
5295;65945;254732;-1097;-891;-2372;-4247;58805;95684;-34997;-82382;354793;0;0;0;0;1
5296;-25992;-34794;-1097;-891;-2372;-4247;39153;156976;-34997;-82382;-28185;0;0;1;1;0
5297;-25992;-34794;-1097;-891;-2372;-4247;5461;74115;28593;-111923;-28185;0;0;0;0;0
5298;-25992;-34794;-1097;-891;-2372;-4247;76503;202255;28593;-141464;354793;1;0;0;1;0
5299;-25992;-34794;-1097;-891;-2372;-4247;-20356;26748;-34997;183486;-28185;0;0;0;0;0
5300;-25992;335306;258928;-891;-2372;-4247;-11902;8318;92184;124404;-28185;0;0;1;1;1
5301;65945;-34794;-1097;478455;-2372;-4247;-103088;63197;92184;-111923;354793;0;0;0;0;0
5302;-25992;335306;-1097;-891;-2372;-4247;-605;38797;-34997;-233;-28185;1;0;0;0;1
5303;65945;-34794;-1097;478455;-2372;-4247;93517;213331;-34997;-111923;354793;0;0;0;0;1
5304;28136;-34794;-1097;-891;-2372;-4247;-644;77518;28593;124404;-28185;0;0;1;1;0
5305;-25992;-34794;258928;1227707;-2372;-4247;10520;13249;28593;183486;354793;1;0;1;1;0
5306;-25992;225596;258928;1227707;-2372;-4247;-9024;17617;28593;-111923;-28185;0;1;0;1;0
5307;-25992;-34794;-1097;1227707;-2372;-4247;22696;124459;-34997;124404;-28185;0;0;0;0;0
5308;-25992;-34794;-1097;-891;-2372;-4247;-33064;9525;60388;-82382;-28185;0;0;0;0;0
5309;28136;335306;-1097;-891;-2372;-4247;89033;116437;60388;-111923;354793;0;0;0;0;1
5310;28136;-34794;-1097;-891;-2372;-4247;54384;63463;28593;-82382;-28185;1;0;0;1;0
5311;-25992;-34794;-1097;1227707;-2372;-4247;35380;45230;-34997;-82382;-28185;0;0;0;1;0
5312;-25992;254732;-1097;-891;-2372;-4247;58611;62555;92184;-233;354793;0;0;1;0;0
5313;795386;-34794;-1097;-891;-2372;-4247;-1479;326;28593;124404;-28185;0;1;0;1;1
5314;108216;325755;-1097;-891;-2372;-4247;-33196;6669;-34997;-111923;354793;0;1;0;0;0
5315;-25992;-34794;-1097;-891;-2372;-4247;18516;51973;92184;-82382;-28185;0;0;0;0;0
5316;-25992;-34794;335053;1227707;-2372;-4247;59807;2344;60388;183486;-28185;0;0;0;0;0
5317;-25992;-34794;-1097;223537;-2372;-4247;-14111;120846;28593;-111923;-28185;0;0;0;1;0
5318;108216;-34794;-1097;-891;-2372;-4247;-14873;39870;28593;124404;-28185;1;0;0;0;1
5319;-25992;-34794;-1097;-891;-2372;-4247;5893;97932;92184;-233;354793;0;0;0;0;0
5320;-25992;-34794;258928;-891;-2372;-4247;-98892;14023;92184;-111923;-28185;0;0;0;1;0
5321;-25992;254732;-1097;-891;-2372;-4247;-51835;17501;92184;183486;-28185;0;0;1;1;0
5322;-25992;335306;258928;-891;-2372;-4247;-28667;120391;28593;124404;354793;0;0;0;1;1
5323;-25992;-34794;258928;-891;-2372;-4247;58890;43476;92184;124404;354793;0;0;0;0;0
5324;108216;-34794;-1097;-891;-2372;-4247;20362;85048;92184;-141464;-28185;1;0;0;0;1
5325;-25992;-34794;-1097;-891;-2372;-4247;-52437;40968;28593;-141464;-28185;0;0;1;1;1
5326;-25992;-34794;-1097;-891;-2372;-4247;16926;6820;-34997;124404;-28185;0;0;1;0;0
5327;-25992;225596;-1097;-891;-2372;-4247;5108;62128;-34997;-233;354793;0;0;1;1;0
5328;-25992;-34794;-1097;-891;-2372;-4247;-25604;136885;92184;-82382;354793;0;0;1;1;1
5329;-25992;-34794;-1097;-891;-2372;-4247;-30761;105949;92184;-111923;-28185;0;0;0;0;0
5330;-25992;-34794;-1097;-891;-2372;-4247;118354;8160;28593;-82382;-28185;0;0;0;1;0
5331;-25992;-34794;-1097;-891;-2372;-4247;-89029;5097;28593;-111923;354793;0;0;0;1;0
5332;-25992;-34794;-1097;-891;-2372;-4247;-27771;41824;28593;183486;-28185;0;0;0;1;1
5333;-25992;-34794;-1097;-891;-2372;-4247;40721;122848;-34997;-233;-28185;0;0;0;0;0
5334;-25992;-34794;-1097;478455;-2372;-4247;-43363;89520;28593;-141464;-28185;0;0;0;1;0
5335;108216;-34794;-1097;-891;-2372;-4247;-27359;20545;60388;183486;-28185;0;0;0;1;0
5336;795386;-34794;-1097;-891;-2372;-4247;-59263;57461;-34997;124404;-28185;0;0;0;0;1
5337;-25992;335306;-1097;-891;-2372;-4247;12585;144849;-34997;124404;-28185;0;0;1;1;0
5338;-25992;-34794;-1097;-891;-2372;-4247;18294;117436;28593;124404;-28185;0;0;0;1;0
5339;795386;-34794;-1097;-891;-2372;-4247;-54087;121360;28593;-233;-28185;1;0;0;0;0
5340;-25992;-34794;-1097;-891;-2372;-4247;72182;129139;60388;-111923;-28185;0;0;0;0;0
5341;28136;-34794;-1097;1227707;-2372;-4247;-48207;145002;60388;-111923;354793;0;0;0;1;0
5342;795386;225596;-1097;478455;-2372;-4247;22792;112349;92184;-233;354793;1;0;0;1;0
5343;-25992;335306;-1097;-891;-2372;-4247;-64162;101239;-34997;-141464;354793;0;0;0;1;0
5344;-25992;325755;-1097;-891;-2372;-4247;27685;80293;28593;124404;-28185;0;0;0;0;0
5345;108216;254732;-1097;-891;-2372;-4247;25805;84018;-34997;-233;-28185;0;0;0;0;0
5346;-25992;335306;-1097;-891;-2372;-4247;-36504;81600;-34997;-111923;354793;1;0;0;1;1
5347;-25992;-34794;-1097;-891;-2372;-4247;18851;81402;60388;-111923;354793;1;1;1;0;0
5348;-25992;-34794;-1097;-891;-2372;-4247;17301;26813;28593;-82382;-28185;0;0;1;0;0
5349;-25992;-34794;-1097;-891;-2372;-4247;-11423;134163;28593;183486;-28185;0;0;0;0;0
5350;-25992;254732;258928;-891;-2372;-4247;41397;54154;60388;-82382;-28185;0;0;0;1;0
5351;65945;-34794;-1097;-891;-2372;-4247;-44516;11734;-34997;183486;-28185;0;0;0;1;1
5352;108216;-34794;-1097;-891;-2372;-4247;62029;56380;28593;-233;-28185;0;0;0;1;0
5353;-25992;325755;404258;-891;-2372;-4247;27225;10330;60388;124404;-28185;0;0;1;1;1
5354;-25992;-34794;-1097;-891;-2372;-4247;-63723;76358;92184;124404;354793;0;0;0;1;0
5355;-25992;-34794;-1097;-891;-2372;-4247;27847;84561;60388;-233;354793;0;0;1;1;0
5356;-25992;335306;-1097;-891;-2372;-4247;-10684;7666;-34997;-111923;-28185;0;0;0;1;0
5357;-25992;225596;-1097;-891;-2372;-4247;-29229;91159;-34997;-82382;354793;0;0;0;0;0
5358;108216;225596;-1097;-891;-2372;-4247;38439;121897;28593;-141464;-28185;0;0;0;1;1
5359;28136;225596;-1097;-891;-2372;-4247;52309;119865;92184;-111923;354793;0;0;0;1;0
5360;-25992;-34794;258928;-891;-2372;-4247;-116469;96475;60388;-82382;-28185;0;0;0;1;0
5361;-25992;-34794;-1097;-891;-2372;-4247;-2736;19452;92184;-111923;-28185;0;0;0;0;0
5362;-25992;-34794;-1097;-891;-2372;-4247;-6623;35838;92184;-82382;-28185;0;0;0;0;0
5363;-25992;225596;-1097;-891;-2372;-4247;-26416;35498;60388;-111923;-28185;0;0;0;0;0
5364;-25992;-34794;-1097;-891;-2372;-4247;9695;4930;-34997;183486;-28185;0;0;0;1;0
5365;-25992;-34794;258928;223537;-2372;-4247;52034;86298;60388;-111923;-28185;0;0;0;0;0
5366;108216;-34794;-1097;478455;-2372;-4247;-64805;223387;-34997;-233;-28185;0;0;1;1;0
5367;-25992;-34794;-1097;-891;-2372;-4247;-37410;85325;92184;-141464;-28185;0;1;0;0;1
5368;-25992;-34794;-1097;478455;-2372;-4247;-36532;55075;60388;-233;-28185;0;0;0;1;0
5369;65945;335306;335053;-891;-2372;-4247;28731;138704;-34997;-82382;354793;0;0;0;0;0
5370;-25992;-34794;-1097;-891;-2372;-4247;-28434;60012;28593;-111923;354793;0;0;0;1;0
5371;-25992;-34794;335053;-891;-2372;-4247;38245;22633;-34997;124404;-28185;0;0;0;1;0
5372;-25992;-34794;-1097;-891;-2372;-4247;45909;46090;28593;-233;-28185;0;0;1;1;0
5373;-25992;-34794;404258;-891;-2372;-4247;-10608;42404;28593;-82382;-28185;0;0;0;0;0
5374;65945;-34794;-1097;-891;-2372;-4247;9243;25722;-34997;-233;-28185;1;1;1;1;0
5375;-25992;-34794;-1097;223537;-2372;-4247;-6745;39328;92184;-82382;-28185;0;0;0;0;0
5376;65945;325755;258928;-891;-2372;-4247;101714;98759;28593;-233;354793;0;0;0;1;0
5377;-25992;225596;-1097;-891;-2372;-4247;-47818;56910;-34997;-82382;354793;0;0;0;0;0
5378;-25992;225596;-1097;-891;-2372;-4247;-75228;4063;60388;183486;-28185;0;0;1;0;0
5379;28136;-34794;404258;-891;-2372;-4247;-130218;152885;60388;-82382;-28185;0;0;0;0;0
5380;-25992;225596;404258;-891;-2372;-4247;10790;78530;60388;-82382;354793;1;0;0;1;0
5381;-25992;335306;-1097;-891;-2372;-4247;11899;108533;28593;-233;354793;0;0;1;1;0
5382;-25992;254732;-1097;-891;-2372;-4247;-56702;93239;-34997;-233;354793;0;0;1;1;0
5383;-25992;-34794;-1097;-891;-2372;-4247;-38022;7532;92184;124404;354793;0;0;0;0;0
5384;-25992;-34794;-1097;-891;-2372;-4247;49462;38292;-34997;-141464;-28185;0;0;0;0;1
5385;-25992;-34794;258928;-891;-2372;-4247;41160;194615;92184;-141464;354793;0;0;1;0;0
5386;-25992;325755;-1097;-891;-2372;-4247;-11988;76605;92184;-141464;-28185;0;1;0;0;0
5387;-25992;-34794;-1097;-891;-2372;-4247;-22666;113400;92184;-141464;-28185;0;0;0;0;0
5388;108216;-34794;-1097;-891;-2372;-4247;-24772;16871;60388;124404;-28185;1;0;1;1;0
5389;-25992;-34794;-1097;478455;-2372;-4247;17827;65924;92184;183486;-28185;0;0;0;0;0
5390;28136;225596;-1097;-891;-2372;-4247;18609;102679;-34997;-82382;-28185;0;0;0;1;1
5391;-25992;325755;-1097;1227707;-2372;-4247;39690;43272;60388;-111923;-28185;0;1;0;1;1
5392;-25992;335306;-1097;-891;-2372;-4247;33900;86948;28593;-141464;-28185;0;0;0;0;0
5393;28136;335306;-1097;-891;-2372;-4247;-39108;138936;60388;183486;354793;0;0;0;0;1
5394;-25992;-34794;-1097;-891;-2372;-4247;5738;53933;28593;-233;-28185;0;0;0;0;0
5395;65945;-34794;258928;-891;-2372;-4247;23785;102258;28593;-111923;-28185;0;0;1;1;1
5396;-25992;225596;-1097;-891;-2372;-4247;-26693;45386;28593;-111923;-28185;0;0;1;1;1
5397;-25992;335306;-1097;478455;-2372;-4247;-661;16817;92184;-82382;-28185;0;0;1;0;1
5398;-25992;-34794;-1097;-891;-2372;-4247;-32830;99356;-34997;183486;-28185;0;1;0;1;0
5399;-25992;-34794;-1097;-891;-2372;-4247;-42822;58415;92184;124404;354793;0;0;0;0;0
5400;28136;-34794;-1097;-891;-2372;-4247;-62216;142914;92184;-141464;-28185;1;0;1;0;1
5401;-25992;-34794;-1097;-891;-2372;-4247;-57713;11595;28593;124404;-28185;0;0;0;1;0
5402;108216;-34794;-1097;-891;-2372;-4247;-19761;69984;-34997;183486;354793;0;0;0;0;0
5403;108216;-34794;-1097;1227707;-2372;-4247;-31153;26091;92184;183486;-28185;1;0;0;0;1
5404;-25992;325755;404258;-891;-2372;-4247;44317;128158;-34997;-82382;-28185;0;0;0;1;1
5405;-25992;-34794;-1097;-891;-2372;-4247;-36675;14824;-34997;183486;-28185;0;0;1;1;0
5406;28136;-34794;258928;223537;-2372;-4247;-7875;35265;92184;183486;-28185;0;0;1;1;1
5407;108216;-34794;-1097;-891;-2372;-4247;10107;92879;60388;183486;-28185;0;0;1;1;1
5408;-25992;225596;-1097;-891;-2372;-4247;-42304;52526;28593;-111923;-28185;0;0;1;1;0
5409;-25992;-34794;-1097;-891;-2372;-4247;-19159;143505;-34997;-82382;354793;0;0;0;0;0
5410;-25992;-34794;-1097;-891;-2372;-4247;-135367;95120;-34997;-82382;-28185;0;0;1;0;0
5411;-25992;-34794;-1097;-891;-2372;-4247;53534;34259;-34997;183486;-28185;1;0;1;0;0
5412;-25992;-34794;-1097;-891;-2372;-4247;15003;29525;60388;-111923;-28185;1;0;0;0;1
5413;65945;-34794;-1097;-891;-2372;-4247;140216;111486;92184;124404;-28185;0;0;0;1;0
5414;-25992;-34794;-1097;-891;-2372;-4247;-6547;39512;-34997;-141464;354793;0;0;0;0;1
5415;-25992;-34794;-1097;-891;-2372;-4247;32335;115743;60388;-141464;-28185;0;0;0;0;0
5416;-25992;-34794;258928;-891;-2372;-4247;47998;10809;92184;183486;-28185;0;1;0;1;0
5417;-25992;-34794;-1097;-891;-2372;-4247;9109;28388;60388;-233;-28185;0;1;1;1;0
5418;-25992;254732;-1097;478455;-2372;-4247;-74569;51585;92184;183486;354793;0;0;0;1;0
5419;-25992;225596;-1097;-891;-2372;-4247;106644;87033;60388;-141464;354793;0;1;1;0;1
5420;-25992;-34794;-1097;-891;-2372;-4247;-10591;1799;60388;-233;-28185;0;0;1;0;1
5421;-25992;-34794;-1097;1227707;-2372;-4247;-17729;84013;92184;-82382;354793;0;0;0;0;0
5422;-25992;-34794;-1097;-891;-2372;-4247;7438;126294;92184;183486;354793;1;0;1;1;0
5423;108216;-34794;-1097;223537;-2372;-4247;83597;10392;28593;-111923;354793;0;0;0;0;0
5424;-25992;254732;-1097;478455;-2372;-4247;42705;137926;-34997;124404;354793;0;0;1;1;0
5425;-25992;-34794;-1097;-891;-2372;-4247;44972;124303;92184;-82382;-28185;0;0;0;0;0
5426;-25992;325755;-1097;-891;-2372;-4247;-10763;158334;28593;-111923;-28185;0;0;1;0;1
5427;108216;254732;-1097;-891;-2372;-4247;75832;27787;28593;124404;-28185;0;0;1;1;1
5428;-25992;-34794;-1097;-891;-2372;-4247;-11432;109414;92184;-141464;354793;1;0;0;0;0
5429;-25992;-34794;-1097;1227707;-2372;-4247;-68619;169350;28593;124404;-28185;0;0;1;0;0
