id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
5710;-25992;153069;51314;-891;-2372;-4247;5171;86214;28593;-233;354793;0;0;0;1;1
5711;-25992;-34794;40933;-891;-2372;-4247;22412;125434;-34997;124404;-28185;0;0;0;0;0
5712;795386;-28599;-1097;-891;-2372;-4247;29423;69393;155774;-233;-28185;0;0;0;0;0
5713;-25992;325755;-1097;-891;-2372;-4247;-13147;62932;-34997;-111923;354793;0;0;0;0;1
5714;-25992;-34794;-1097;-891;-2372;-4247;68882;29151;251159;-82382;354793;0;0;0;1;0
5715;-25992;-34794;-1097;-891;-2372;-4247;21182;157842;-34997;94864;-28185;0;0;0;0;0
5716;-19248;325755;-1097;-891;-2372;-4247;10088;87408;-3202;-82382;-28185;1;0;1;1;0
5717;108216;-34794;59619;-891;-2372;-4247;8787;174480;-34997;183486;354793;0;0;0;1;0
5718;-25992;200541;-1097;-891;-2372;-4247;20029;106707;-34997;65323;354793;0;0;0;1;1
5719;108216;-34794;-1097;-891;-2372;-4247;5089;15733;-3202;153945;354793;0;1;0;1;0
5720;795386;-34794;-1097;-891;-2372;-4247;-4020;64998;-34997;183486;-28185;0;0;0;1;1
5721;-25992;335306;-1097;-891;-2372;-4247;18250;70924;-34997;-141464;354793;1;0;1;1;0
5722;-25992;-34794;-1097;-891;-2372;-4247;30932;61709;-34997;153945;354793;0;0;1;1;0
5723;-25992;335306;-1097;-891;-2372;-4247;-43361;74733;346544;-52841;-28185;1;0;0;1;1
5724;-25992;254732;40933;-891;-2372;-4247;-35135;57282;473725;-111923;-28185;0;0;0;1;1
5725;-25992;351662;-1097;1227707;-2372;-4247;-49812;31977;92184;-52841;354793;1;0;0;0;1
5726;-25992;-34794;40933;-891;-2372;-4247;-54233;131033;-3202;65323;354793;0;0;0;1;0
5727;-19248;-34794;-1097;-891;-2372;-4247;-5103;13033;251159;6241;-28185;1;0;0;0;0
5728;-25992;351662;-10968;-891;-2372;-4247;-67340;18218;-34997;-52841;354793;0;0;1;0;1
5729;-25992;-34794;-1097;765913;-2372;-4247;14567;74703;-34997;-52841;354793;0;0;0;0;0
5730;-586;-34794;59619;-891;-2372;-4247;-32804;138862;-34997;65323;-28185;0;0;0;1;0
5731;-25992;-34794;-1097;-891;-2372;-4247;67748;148463;-34997;6241;-28185;0;0;0;0;0
5732;-19248;-34794;-1097;-891;-2372;-4247;51264;144511;-34997;65323;-28185;0;0;0;1;0
5733;-25992;-34794;-1097;-891;-2372;-4247;22265;8115;-34997;-233;354793;0;0;0;1;0
5734;-25992;-34794;-1097;-891;-2372;-4247;-2896;145947;251159;-233;354793;0;0;0;1;0
5735;-25992;-28599;-1097;-891;98194;-4247;59834;164258;-34997;124404;-28185;0;0;0;0;1
5736;-25992;200541;-10968;1878559;-2372;-4247;-78109;11722;-3202;153945;-28185;0;0;0;0;0
5737;65945;325755;-1097;-891;-2372;-4247;-21026;4637;155774;65323;-28185;1;0;0;1;0
5738;-25992;351662;-1097;-891;-2372;-4247;-27824;4997;-34997;94864;-28185;0;1;1;1;0
5739;-19248;-34794;-1097;-891;-2372;-4247;-44600;3898;251159;153945;-28185;0;0;0;1;0
5740;34402;-34794;59619;920878;-2372;-4247;66291;72589;-3202;-52841;354793;1;0;0;0;1
5741;-19248;-28599;-1097;-891;-2372;-4247;42666;40444;28593;-111923;-28185;0;0;0;0;0
5742;37589;-34794;404258;-891;-2372;-4247;-72923;21530;473725;-52841;-28185;0;0;1;1;0
5743;-25992;-28599;-1097;-891;-2372;-4247;34887;147027;-3202;-141464;-28185;0;0;0;1;0
5744;65945;-34794;-1097;-891;-2372;2585344;62623;86144;155774;124404;354793;0;0;0;1;0
5745;-586;-28599;-1097;1385771;-2372;-4247;-3512;68761;92184;-111923;-28185;0;0;0;0;0
5746;-25992;225596;-1097;-891;-2372;-4247;50884;66365;-34997;6241;-28185;1;0;0;0;0
5747;-586;153069;-1097;-891;-2372;-4247;23807;23807;-3202;124404;-28185;0;0;0;0;0
5748;-25992;351662;-1097;-891;-2372;-4247;103177;75622;92184;-141464;354793;0;0;0;0;0
5749;-25992;-34794;-1097;-891;-2372;-4247;-24846;166847;-34997;65323;354793;0;0;0;0;0
5750;-25992;-34794;-1097;920878;-2372;-4247;58082;63258;473725;124404;-28185;1;0;0;0;0
5751;-25992;-34794;-1097;-891;-2372;-4247;-122789;29031;92184;-141464;354793;0;0;0;0;0
5752;34402;-34794;-1097;455984;-2372;-4247;89690;36566;-34997;124404;-28185;0;0;0;0;1
5753;-25992;-34794;-1097;-891;-2372;-4247;2707;68406;-34997;-111923;-28185;0;0;0;1;0
5754;37589;-34794;-1097;-891;-2372;-4247;75350;59928;-34997;65323;-28185;0;0;0;0;0
5755;-586;-34794;508065;-891;-2372;-4247;-17935;19029;28593;-141464;-28185;0;0;0;0;0
5756;-25992;-34794;-1097;920878;-2372;-4247;-21838;45070;123979;-52841;-28185;0;0;1;1;1
5757;-25992;254732;-1097;-891;-2372;-4247;27573;39281;-34997;-233;-28185;0;0;0;1;1
5758;-25992;-34794;-1097;-891;-2372;-4247;85977;44057;473725;-233;-28185;0;0;0;1;1
5759;-25992;-34794;-1097;-891;-2372;-4247;-62737;66035;473725;-52841;354793;0;1;0;1;1
5760;795386;-34794;-1097;-891;-2372;-4247;-68279;95601;28593;124404;-28185;0;0;0;0;1
5761;405959;-28599;-1097;-891;-2372;-4247;42847;46178;155774;65323;-28185;1;0;0;0;0
5762;-25992;335306;-1097;-891;-2372;-4247;73299;102850;-34997;94864;-28185;0;0;0;1;0
5763;28136;-34794;-1097;-891;-2372;-4247;65412;53886;28593;-82382;-28185;0;0;0;0;0
5764;37589;-34794;-1097;-891;98194;-4247;22229;39442;251159;183486;-28185;1;0;0;0;1
5765;-19248;-34794;-1097;-891;98194;-4247;-65909;29118;-3202;65323;-28185;0;0;0;0;0
5766;65945;-34794;-1097;-891;-2372;-4247;7134;120157;-34997;65323;-28185;1;0;1;1;0
5767;108216;225596;-1097;-891;-2372;-4247;47145;135672;-34997;-82382;-28185;1;0;0;0;1
5768;108216;-24182;-1097;-891;-2372;-4247;-15252;127804;-34997;94864;-28185;1;0;0;1;0
5769;-25992;-34794;-1097;-891;-2372;-4247;31736;164833;60388;-111923;354793;0;0;1;0;0
5770;-25992;335306;-1097;-891;-2372;-4247;19439;53615;346544;-233;-28185;0;0;0;1;0
5771;-25992;-24182;-1097;-891;-2372;-4247;-53980;41292;28593;124404;-28185;0;0;1;0;0
5772;-586;-28599;59619;-891;-2372;-4247;21877;25905;123979;65323;-28185;0;0;1;1;1
5773;-586;200541;-1097;-891;-2372;-4247;-22510;85098;60388;94864;354793;0;0;0;1;0
5774;28136;-34794;-1097;920878;-2372;-4247;-60523;37131;-34997;6241;354793;1;0;0;1;0
5775;-25992;351662;-1097;-891;-2372;-4247;-44391;188144;92184;-111923;-28185;0;0;1;0;0
5776;34402;-34794;-1097;-891;-2372;-4247;2966;29958;60388;183486;-28185;0;0;1;0;0
5777;-586;-24182;-1097;-891;-2372;-4247;11514;18095;-34997;-141464;354793;0;0;1;0;1
5778;-25992;-24182;-1097;-891;-2372;-4247;40239;97572;-34997;-141464;-28185;0;0;0;0;1
5779;-19248;-34794;-1097;-891;-2372;-4247;11991;57267;473725;6241;354793;0;0;0;1;0
5780;-25992;254732;-1097;-891;-2372;-4247;71209;154250;346544;-233;-28185;0;0;1;0;1
5781;-25992;-34794;-1097;-891;-2372;-4247;47203;120901;346544;124404;-28185;0;0;0;1;0
5782;37589;200541;196644;-891;-2372;28511;-11405;24114;-34997;183486;-28185;0;0;0;0;1
5783;-25992;-34794;-1097;-891;-2372;-4247;13473;61311;123979;-82382;354793;0;0;1;1;1
5784;-25992;351662;51314;-891;-2372;-4247;31967;22784;-34997;-233;354793;0;0;0;0;0
5785;-586;325755;-1097;-891;98194;-4247;-24869;46102;-34997;183486;354793;1;0;0;1;1
5786;-25992;351662;258928;-891;-2372;-4247;-49121;13315;251159;-82382;-28185;0;1;0;1;0
5787;-25992;-34794;-10968;-891;-2372;-4247;40390;9884;-34997;153945;354793;0;0;0;1;0
5788;65945;335306;-1097;-891;-2372;-4247;-58191;85832;155774;-141464;-28185;0;0;0;1;1
5789;-586;-34794;-1097;-891;-2372;-4247;-69899;74412;-34997;-141464;-28185;1;0;0;0;0
5790;37589;200541;-1097;223537;-2372;-4247;-90223;93883;60388;-52841;-28185;0;0;0;0;1
5791;-25992;200541;51314;-891;-2372;-4247;4923;42696;92184;94864;354793;1;0;0;0;0
5792;-25992;153069;-1097;-891;-2372;-4247;28744;96204;155774;94864;-28185;0;0;0;1;0
5793;-25992;-24182;-1097;-891;-2372;-4247;135433;83670;473725;94864;-28185;0;0;1;0;0
5794;-25992;-34794;-1097;-891;98194;-4247;-626;45707;155774;94864;-28185;0;0;1;0;0
5795;-25992;-28599;258928;-891;-2372;-4247;54563;59532;-34997;65323;-28185;0;0;1;1;1
5796;-25992;351662;-1097;-891;-2372;-4247;24622;60249;60388;183486;354793;0;0;1;0;0
5797;65945;-34794;-1097;-891;-2372;-4247;70283;64557;-34997;-52841;-28185;0;0;0;1;0
5798;-25992;200541;-1097;-891;-2372;-4247;61150;176399;-34997;-141464;-28185;1;0;0;0;0
5799;-586;-34794;-1097;-891;-2372;-4247;11836;1130;155774;124404;-28185;1;0;0;0;0
5800;-19248;-28599;-1097;-891;98194;-4247;114113;10297;-34997;183486;-28185;0;0;0;0;0
5801;-25992;325755;-10968;-891;-2372;-4247;2687;33335;92184;-233;354793;0;0;0;0;0
5802;-25992;153069;-1097;-891;-2372;-4247;2302;37402;-34997;-111923;-28185;0;0;0;0;0
5803;-25992;-34794;-1097;-891;-2372;-4247;-85769;179182;-34997;124404;-28185;0;0;0;0;0
5804;-25992;-34794;-1097;-891;-2372;-4247;-57689;17554;28593;-111923;354793;0;0;0;1;1
5805;-25992;-34794;-1097;-891;-2372;-4247;-4574;43520;-34997;-82382;354793;1;0;0;1;0
5806;795386;-34794;-1097;-891;-2372;-4247;53241;29589;-34997;-233;-28185;0;0;0;0;0
5807;-25992;-34794;-1097;-891;-2372;-4247;43696;3598;-3202;-52841;354793;1;1;0;0;0
5808;-25992;-34794;-1097;-891;-2372;-4247;43351;68196;473725;65323;354793;0;0;0;1;0
5809;-25992;153069;-1097;-891;-2372;-4247;35782;50153;92184;153945;354793;0;0;0;1;0
5810;108216;-34794;-1097;-891;98194;-4247;-5655;122916;123979;-82382;-28185;0;0;0;0;0
5811;-25992;-34794;-1097;-891;-2372;-4247;58323;104123;123979;-82382;354793;0;0;0;1;0
5812;-25992;325755;-1097;-891;98194;-4247;9102;175765;-34997;-233;-28185;0;0;0;1;0
5813;34402;-34794;-1097;-891;-2372;-4247;1273;16903;-34997;124404;-28185;0;0;0;1;0
5814;-25992;-34794;-1097;-891;-2372;-4247;65741;202127;346544;65323;354793;0;0;0;0;0
5815;-19248;-34794;-1097;-891;98194;-4247;-99048;14542;346544;124404;354793;0;0;0;1;1
5816;-19248;-34794;-1097;-891;-2372;-4247;-8628;36340;-3202;-52841;-28185;0;0;0;0;0
5817;-586;-34794;-1097;-891;-2372;-4247;9248;29645;28593;153945;-28185;0;0;1;1;0
5818;-25992;325755;-1097;-891;-2372;-4247;74145;11998;-3202;6241;-28185;0;0;0;1;0
5819;-25992;200541;-1097;-891;-2372;-4247;29578;73373;346544;153945;-28185;0;0;0;1;0
5820;-25992;-34794;-1097;-891;-2372;-4247;-46911;136397;-34997;-111923;-28185;0;0;0;1;1
5821;65945;-34794;-1097;-891;-2372;-4247;-15694;123541;346544;-111923;354793;0;0;0;1;1
5822;37589;200541;508065;-891;-2372;-4247;-31;38511;-34997;-52841;354793;0;0;0;0;0
5823;-25992;-34794;-1097;-891;-2372;-4247;-25231;34844;123979;-111923;-28185;0;0;0;0;0
5824;-25992;-34794;-1097;765913;-2372;3623157;30347;118530;155774;183486;-28185;0;0;1;1;0
5825;-25992;-34794;-1097;478455;-2372;-4247;-66939;55564;473725;94864;354793;1;0;1;1;0
5826;-25992;351662;-1097;-891;98194;-4247;41723;205793;-34997;183486;-28185;0;0;0;0;0
5827;-25992;-34794;-1097;-891;-2372;-4247;39390;93822;60388;-52841;354793;0;0;1;1;0
5828;-25992;-34794;-1097;765913;-2372;-4247;69072;5279;123979;183486;-28185;0;0;1;0;0
5829;-586;-34794;-1097;-891;-2372;-4247;45283;158409;-34997;124404;-28185;0;0;0;1;0
5830;65945;-34794;-10968;-891;-2372;-4247;41892;85175;155774;-111923;-28185;0;0;0;1;0
5831;-25992;-24182;-1097;223537;-2372;-4247;49475;169910;-34997;183486;354793;1;0;0;1;0
5832;-25992;-34794;-1097;-891;-2372;-4247;-56440;1853;-34997;-52841;354793;1;0;0;1;0
5833;-19248;225596;-1097;-891;-2372;-4247;11686;72488;-34997;183486;-28185;0;0;0;0;1
5834;-19248;225596;-1097;-891;-2372;-4247;-99751;178172;123979;6241;354793;0;0;0;0;0
5835;-25992;-34794;-1097;-891;-2372;-4247;-52565;55477;-3202;94864;354793;0;1;0;1;0
5836;-25992;-34794;-1097;223537;-2372;-4247;8272;123615;-34997;65323;354793;0;1;0;1;0
5837;-25992;-34794;59619;478455;-2372;-4247;-122789;123254;251159;-111923;354793;0;0;0;1;1
5838;-25992;200541;196644;-891;-2372;-4247;-11232;48865;-34997;183486;-28185;0;0;0;0;1
5839;28136;-28599;59619;-891;-2372;-4247;87387;39259;-34997;-52841;-28185;0;0;0;0;1
5840;-25992;200541;-1097;-891;-2372;-4247;-94633;124322;-3202;124404;354793;1;0;0;1;1
5841;108216;153069;-1097;-891;-2372;-4247;-34754;27164;-34997;183486;354793;0;0;1;0;1
5842;-25992;225596;-1097;-891;-2372;-4247;79261;59820;473725;-141464;354793;1;1;0;0;0
5843;108216;325755;-1097;-891;-2372;-4247;-72287;53572;-34997;65323;-28185;0;0;0;0;1
5844;-19248;-34794;-1097;-891;-2372;-4247;-15143;94672;155774;183486;-28185;0;0;0;1;0
5845;-25992;200541;-1097;115062;-2372;-4247;14737;42395;-34997;-233;-28185;0;1;0;0;1
5846;34402;-34794;-1097;-891;-2372;-4247;38540;20503;60388;94864;-28185;0;0;0;1;1
5847;34402;-34794;-1097;-891;-2372;-4247;201;6630;346544;-233;-28185;0;0;0;0;1
5848;-25992;200541;-1097;-891;98194;-4247;-70987;29110;92184;124404;-28185;1;0;0;0;0
5849;-25992;-34794;-1097;-891;-2372;-4247;109304;63325;473725;183486;-28185;0;0;0;0;0
5850;-19248;335306;508065;-891;-2372;-4247;-22362;133234;-3202;153945;-28185;0;0;0;0;1
5851;-25992;-34794;-1097;-891;-2372;-4247;100834;193568;346544;153945;354793;0;0;0;1;0
5852;-25992;-34794;-10968;-891;-2372;-4247;-25170;88845;-34997;124404;-28185;1;0;1;0;0
5853;-25992;200541;-1097;-891;-2372;-4247;369;1557;346544;153945;-28185;0;0;0;0;0
5854;-25992;-34794;404258;-891;-2372;-4247;39278;26586;123979;-82382;354793;0;0;0;0;0
5855;-25992;200541;-1097;-891;-2372;-4247;-23680;57590;-34997;-233;-28185;0;0;0;0;0
5856;-25992;-28599;-1097;478455;-2372;-4247;44789;6934;-34997;-52841;-28185;0;0;0;1;0
5857;-25992;-34794;-1097;-891;-2372;-4247;-106265;33931;-34997;-233;-28185;0;0;0;0;0
5858;-586;-34794;-1097;-891;-2372;-4247;68022;110331;-34997;-82382;-28185;0;1;0;1;0
5859;-25992;351662;-1097;-891;-2372;-4247;-49909;29880;-34997;-111923;-28185;0;0;1;0;0
5860;-25992;200541;-1097;-891;-2372;-4247;-44862;8691;473725;124404;-28185;0;0;0;1;1
5861;-25992;325755;-1097;-891;-2372;-4247;-25406;165374;28593;65323;-28185;0;0;1;0;0
5862;108216;-34794;-1097;-891;-2372;-4247;-31866;41440;-34997;65323;-28185;0;0;0;0;0
5863;65945;-34794;-1097;-891;-2372;-4247;38454;23575;-34997;-52841;-28185;0;0;1;1;1
5864;-25992;225596;-1097;-891;-2372;-4247;-40033;27486;-34997;6241;-28185;1;0;0;1;0
5865;-25992;225596;-1097;-891;-2372;-4247;73376;85093;346544;65323;-28185;0;0;0;0;0
5866;-25992;-34794;-1097;-891;-2372;-4247;23874;68063;-34997;65323;-28185;0;0;0;0;0
5867;-19248;-34794;-1097;-891;-2372;-4247;-107919;126773;155774;65323;-28185;0;0;0;1;0
5868;-25992;-34794;508065;-891;98194;-4247;15936;80347;-34997;6241;354793;0;0;0;0;0
5869;-25992;-34794;-1097;-891;-2372;-4247;-12883;11146;-3202;-111923;354793;0;0;0;0;0
5870;-25992;-34794;-1097;-891;-2372;-4247;-30540;6621;251159;94864;-28185;1;0;1;1;0
5871;-25992;-34794;196644;-891;-2372;-4247;-35762;26348;-34997;-233;354793;0;1;0;1;0
5872;108216;-34794;-1097;-891;-2372;-4247;-81529;137014;-34997;-82382;-28185;0;0;0;0;0
5873;-586;-34794;196644;-891;-2372;-4247;11791;84105;-34997;153945;-28185;0;0;0;0;0
5874;34402;-34794;-1097;455984;-2372;-4247;-16315;101805;155774;153945;-28185;0;0;0;0;0
5875;-25992;-34794;-1097;-891;-2372;-4247;70542;54149;-34997;-82382;354793;0;0;0;0;0
5876;-25992;-34794;-1097;-891;-2372;-4247;-15687;40119;-34997;-82382;-28185;0;0;1;1;1
5877;-25992;-34794;-1097;-891;-2372;-4247;-101313;125843;92184;183486;354793;0;0;1;0;0
5878;-25992;-34794;258928;-891;-2372;-4247;-63548;53233;92184;-233;-28185;0;0;0;0;1
5879;-25992;-34794;-1097;-891;-2372;-4247;-39359;86339;-34997;153945;354793;0;0;0;0;0
5880;-25992;153069;-1097;-891;-2372;-4247;-35727;138238;-34997;-233;-28185;0;0;0;1;0
5881;-19248;254732;196644;1385771;-2372;-4247;-39420;101400;-34997;-52841;-28185;0;0;0;1;0
5882;-25992;-34794;404258;-891;-2372;-4247;22010;46878;-34997;-82382;354793;1;0;0;0;0
5883;-19248;-34794;-1097;765913;-2372;-4247;-76770;215493;123979;183486;-28185;1;0;0;0;1
5884;-25992;254732;-1097;-891;-2372;-4247;43255;136223;-3202;-233;-28185;0;0;1;0;0
5885;-25992;-34794;-1097;-891;-2372;-4247;16154;56163;473725;-111923;354793;1;0;0;0;0
5886;34402;-34794;-1097;-891;-2372;-4247;-38809;147736;473725;-111923;-28185;0;0;0;1;1
5887;-25992;325755;-1097;-891;-2372;-4247;52562;59392;251159;183486;-28185;0;0;1;0;0
5888;405959;153069;40933;-891;-2372;-4247;-58201;14584;-34997;-233;-28185;0;0;0;0;0
5889;-586;-34794;-1097;-891;-2372;-4247;-33727;139;-34997;65323;354793;0;0;0;0;1
5890;-19248;-34794;-1097;-891;-2372;-4247;-28141;136990;473725;94864;354793;1;0;0;0;1
5891;-25992;-28599;404258;1878559;-2372;-4247;93430;134675;155774;94864;-28185;0;0;0;1;0
5892;-25992;-34794;-1097;-891;-2372;-4247;15324;12717;473725;124404;-28185;0;0;1;0;0
5893;-25992;335306;258928;920878;-2372;-4247;-44842;74563;-3202;-82382;-28185;0;0;0;0;0
5894;108216;254732;-1097;455984;-2372;-4247;12990;40442;155774;183486;-28185;0;0;0;0;0
5895;-25992;325755;-1097;-891;-2372;-4247;-20962;268729;-34997;124404;354793;0;0;0;1;1
5896;405959;-34794;-1097;-891;-2372;-4247;5633;28318;60388;-111923;-28185;0;0;0;0;0
5897;34402;200541;51314;-891;98194;-4247;18455;15472;-34997;-52841;-28185;0;0;0;1;0
5898;37589;325755;-1097;-891;-2372;-4247;-10883;43069;-34997;-52841;-28185;0;0;0;0;1
5899;405959;225596;-1097;-891;-2372;-4247;70722;106304;-34997;6241;354793;0;0;1;0;1
5900;-25992;153069;-1097;-891;-2372;-4247;-12333;62554;-34997;6241;-28185;1;1;0;0;0
5901;-25992;351662;-1097;-891;-2372;-4247;29761;202265;-34997;-52841;354793;0;0;1;1;0
5902;-25992;200541;51314;-891;-2372;-4247;-97247;88855;-34997;-111923;-28185;0;0;0;1;0
5903;-25992;-34794;-1097;-891;-2372;-4247;-19096;56046;92184;153945;-28185;0;0;0;0;0
5904;-19248;-34794;-1097;-891;-2372;-4247;20191;55257;60388;124404;-28185;0;0;0;0;0
5905;-25992;-34794;-1097;-891;-2372;-4247;92482;42153;346544;94864;-28185;0;0;0;1;0
5906;37589;-34794;-1097;-891;-2372;-4247;-49998;127287;-34997;-111923;-28185;0;0;0;0;0
5907;-25992;-28599;-1097;-891;-2372;-4247;-20066;152793;92184;-233;-28185;0;0;1;1;0
5908;-25992;-28599;-1097;115062;-2372;-4247;7624;49726;-34997;-141464;-28185;0;1;0;1;0
5909;-25992;-34794;404258;-891;-2372;-4247;-64435;66925;123979;-141464;-28185;0;0;0;0;0
5910;-25992;335306;-1097;-891;98194;-4247;-9780;79416;28593;-52841;-28185;0;0;1;1;0
5911;405959;-28599;-1097;-891;-2372;-4247;55101;50062;123979;6241;-28185;0;0;0;0;1
5912;-19248;-24182;-1097;-891;-2372;-4247;312;122626;123979;65323;-28185;1;0;1;0;0
5913;37589;-24182;-1097;-891;-2372;-4247;-38257;27420;-34997;153945;-28185;0;0;0;1;0
5914;37589;335306;-1097;-891;98194;-4247;1163;91604;-3202;-141464;-28185;0;0;1;0;0
5915;-25992;-34794;-1097;-891;-2372;-4247;17397;83065;473725;-82382;-28185;0;0;0;0;0
5916;28136;351662;-1097;-891;-2372;-4247;24867;22064;92184;124404;354793;0;0;0;1;1
5917;-19248;-34794;404258;-891;-2372;-4247;43620;68402;-3202;65323;354793;0;0;0;1;1
5918;-19248;-34794;-1097;1878559;98194;-4247;-17798;89236;473725;183486;354793;0;0;0;0;1
5919;-25992;-34794;40933;-891;-2372;-4247;-794;255924;-34997;6241;-28185;0;0;0;0;0
5920;-25992;-24182;-1097;-891;-2372;-4247;78086;191703;-34997;94864;-28185;0;0;0;1;0
5921;-19248;254732;-1097;-891;-2372;-4247;-53428;24156;155774;183486;354793;1;0;0;0;1
5922;-25992;-34794;-1097;-891;-2372;-4247;-111857;45413;-34997;-141464;-28185;0;0;0;1;0
5923;-25992;-28599;-1097;-891;-2372;-4247;-42714;135476;-34997;6241;-28185;0;0;0;0;0
5924;-25992;325755;-1097;-891;-2372;-4247;-17667;4413;-34997;-233;354793;0;0;1;0;0
5925;-25992;-34794;59619;-891;-2372;-4247;66561;93204;-34997;153945;-28185;0;0;0;0;0
5926;-25992;-34794;-1097;-891;-2372;-4247;55547;142674;92184;153945;-28185;1;0;0;1;0
5927;28136;254732;508065;-891;-2372;-4247;92738;179211;251159;6241;-28185;0;0;1;1;1
5928;37589;-34794;-1097;-891;-2372;-4247;33554;19945;-34997;94864;-28185;0;0;0;1;1
5929;108216;153069;-1097;-891;-2372;-4247;58063;208559;-34997;-82382;-28185;0;0;0;1;0
5930;-25992;-34794;-1097;1878559;-2372;-4247;-26924;38381;92184;65323;354793;1;0;0;0;0
5931;-25992;225596;-1097;455984;-2372;-4247;17445;83678;92184;183486;-28185;1;0;1;0;0
5932;34402;-34794;-1097;-891;-2372;-4247;25448;144814;251159;124404;-28185;0;0;0;0;0
5933;-25992;-34794;-1097;-891;-2372;-4247;-33548;51442;-34997;65323;-28185;0;0;1;0;0
5934;65945;200541;51314;-891;-2372;-4247;-10308;136314;60388;6241;-28185;0;0;0;1;0
5935;108216;-24182;-1097;455984;-2372;-4247;64091;54280;-34997;-233;-28185;0;0;1;0;0
5936;-25992;-34794;-1097;-891;-2372;-4247;6759;79219;28593;183486;-28185;0;0;1;1;0
5937;108216;-34794;-1097;1878559;-2372;-4247;4396;18515;-3202;-233;-28185;1;0;1;1;0
5938;405959;-34794;-1097;-891;-2372;-4247;-10125;241289;-3202;-233;-28185;0;0;1;1;1
5939;-25992;-34794;-1097;-891;-2372;-4247;-80355;55686;92184;65323;354793;1;0;1;1;0
5940;-25992;-34794;-1097;-891;-2372;-4247;4097;168590;473725;153945;354793;0;0;0;1;0
5941;405959;-34794;258928;-891;-2372;-4247;-73645;120675;346544;-111923;354793;1;0;0;0;0
5942;-25992;-34794;-1097;-891;-2372;-4247;25464;130918;473725;94864;354793;0;0;1;0;0
5943;108216;-28599;-1097;-891;-2372;-4247;6424;62454;-3202;-52841;354793;0;0;1;0;0
5944;-19248;-34794;-1097;115062;-2372;-4247;8081;18146;251159;-141464;-28185;0;0;0;1;0
5945;37589;-28599;-1097;920878;-2372;-4247;16132;54050;-34997;-233;-28185;0;0;0;0;0
5946;-25992;-28599;-1097;1385771;-2372;-4247;43289;85769;346544;-111923;-28185;0;0;0;0;0
5947;-25992;351662;258928;-891;-2372;-4247;-36527;87057;123979;-141464;-28185;1;0;0;1;0
5948;-586;254732;-1097;-891;-2372;-4247;-25911;74165;-3202;-233;-28185;1;0;0;0;0
5949;-19248;-34794;-1097;455984;-2372;-4247;25268;21202;-34997;183486;-28185;1;0;0;1;0
5950;-586;325755;-1097;-891;-2372;-4247;18118;136441;123979;-233;-28185;0;0;0;1;1
5951;-25992;254732;-1097;920878;-2372;-4247;30832;97246;92184;183486;354793;0;0;1;1;0
5952;795386;-34794;-1097;-891;-2372;-4247;35083;72595;346544;183486;-28185;0;1;0;1;0
5953;-19248;-34794;-1097;-891;-2372;-4247;-24128;181148;28593;-233;-28185;0;0;0;0;0
5954;-25992;-34794;59619;-891;-2372;-4247;-12102;38544;-3202;-52841;-28185;1;0;0;0;0
5955;795386;-34794;-1097;-891;-2372;-4247;70767;50457;-34997;6241;-28185;0;0;0;1;1
5956;-25992;-34794;-1097;1227707;-2372;-4247;72634;7685;-34997;153945;-28185;0;0;0;0;0
5957;-25992;-34794;-1097;-891;-2372;-4247;48827;40449;-34997;65323;-28185;0;0;0;1;0
5958;-586;153069;59619;-891;-2372;-4247;60920;93692;346544;-52841;-28185;0;0;0;1;1
5959;-25992;351662;-1097;-891;-2372;-4247;20375;58423;473725;6241;-28185;0;0;0;0;0
5960;-25992;225596;-1097;-891;-2372;-4247;67712;57202;155774;-233;354793;1;0;0;0;0
5961;-19248;-34794;-1097;-891;-2372;-4247;-16284;112418;-34997;94864;-28185;0;0;1;0;0
5962;-25992;-24182;-1097;-891;-2372;-4247;78243;81674;346544;94864;-28185;0;0;0;0;0
5963;34402;225596;508065;920878;98194;-4247;-45336;84116;123979;153945;-28185;0;0;0;0;0
5964;405959;335306;335053;-891;-2372;-4247;-84876;81361;123979;94864;-28185;0;0;0;1;1
5965;-25992;-34794;-1097;-891;-2372;-4247;11403;14162;473725;94864;354793;0;0;0;0;0
5966;-25992;335306;196644;920878;-2372;-4247;53549;98557;473725;-141464;354793;0;0;0;1;1
5967;-25992;-34794;-1097;-891;-2372;-4247;-31268;19467;155774;94864;-28185;0;0;0;0;0
5968;-25992;-34794;335053;-891;-2372;-4247;12425;15157;-34997;-82382;-28185;0;0;1;0;0
5969;34402;200541;-1097;-891;-2372;-4247;18587;71933;473725;94864;354793;0;0;1;1;1
5970;-25992;-34794;258928;-891;-2372;-4247;34175;26047;-34997;-52841;-28185;1;0;1;0;0
5971;-25992;-34794;-1097;-891;98194;-4247;6698;25139;-34997;-82382;-28185;0;0;0;1;0
5972;-25992;-34794;-1097;478455;-2372;-4247;-15416;195812;-3202;-111923;-28185;0;1;0;0;0
5973;-25992;-34794;51314;-891;-2372;-4247;6404;43781;-34997;-111923;-28185;0;0;0;0;0
5974;-19248;-34794;40933;-891;-2372;-4247;-44315;157582;-34997;65323;354793;0;0;0;0;1
5975;-25992;-34794;258928;-891;-2372;-4247;-5080;126061;-34997;6241;-28185;0;0;1;0;1
